"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ/s","AMD/s^-1"
"2D5/2","4I15/2",99,19,23988.,5796.,549.67,0.04,0.000804,1240.
"2D5/2","4I15/2",99,20,23988.,5864.,551.72,0.04,0.000185,5390.
"2D5/2","4I15/2",99,21,23988.,5991.,555.63,0.04,0.000567,1760.
"2D5/2","4I15/2",99,22,23988.,6155.,560.76,0.04,0.0000167,59700.
"2D5/2","4I15/2",99,23,23988.,6177.,561.43,0.04,0.000506,1970.
"2D5/2","4I15/2",99,24,23988.,6305.,565.49,0.04,0.000172,5780.
"2D5/2","4I15/2",99,25,23988.,6437.,569.74,0.04,0.000571,1750.
"2D5/2","4I15/2",99,26,23988.,6530.,572.8,0.04,0.000259,3850.
"2D5/2","4F3/2",99,27,23988.,11599.,807.11,0.09,0.0421,23.7
"2D5/2","4F3/2",99,28,23988.,11641.,809.89,0.09,0.00405,246.
"2D5/2","2H9/2",99,29,23988.,12585.,876.9,0.1,0.00774,129.
"2D5/2","4F5/2",99,30,23988.,12599.,878.,0.1,0.0495,20.2
"2D5/2","4F5/2",99,31,23988.,12640.,881.2,0.1,0.0204,48.8
"2D5/2","4F5/2",99,32,23988.,12684.,884.5,0.1,0.00181,552.
"2D5/2","4F5/2",99,33,23988.,12709.,886.5,0.1,0.0139,71.8
"2D5/2","2H9/2",99,34,23988.,12769.,891.3,0.1,0.0059,169.
"2D5/2","2H9/2",99,35,23988.,12856.,898.2,0.1,0.0069,144.
"2D5/2","2H9/2",99,36,23988.,12884.,900.5,0.1,0.00814,122.
"2D5/2","4F7/2",99,37,23988.,13525.,955.6,0.1,0.242,4.12
"2D5/2","4F7/2",99,38,23988.,13594.,962.,0.1,0.0302,33.
"2D5/2","4S3/2",99,39,23988.,13674.,969.5,0.1,0.0449,22.2
"2D5/2","4S3/2",99,40,23988.,13682.,970.2,0.1,0.00232,429.
"2D5/2","4F7/2",99,41,23988.,13693.,971.3,0.1,0.0163,61.1
"2D5/2","4F7/2",99,42,23988.,13728.,974.6,0.1,0.0584,17.1
"2D5/2","4F9/2",99,43,23988.,14845.,1093.6,0.1,0.00288,346.
"2D5/2","4F9/2",99,44,23988.,14864.,1095.9,0.1,0.0000624,16000.
"2D5/2","4F9/2",99,45,23988.,14896.,1099.7,0.1,0.00715,139.
"2D5/2","4F9/2",99,46,23988.,14930.,1103.9,0.1,0.000271,3680.
"2D5/2","4F9/2",99,47,23988.,14959.,1107.5,0.1,0.00129,773.
"2D5/2","2H11/2",99,48,23988.,16032.,1256.7,0.2,0.0013,766.
"2D5/2","2H11/2",99,49,23988.,16049.,1259.5,0.2,0.00318,314.
"2D5/2","2H11/2",99,50,23988.,16055.,1260.5,0.2,0.000404,2460.
"2D5/2","2H11/2",99,51,23988.,16073.,1263.3,0.2,0.00273,365.
"2D5/2","2H11/2",99,52,23988.,16100.,1267.6,0.2,0.000417,2390.
"2D5/2","2H11/2",99,53,23988.,16142.,1274.4,0.2,0.000765,1300.
"2D5/2","4G5/2",99,54,23988.,17303.,1495.8,0.3,0.00136,731.
"2D5/2","4G5/2",99,55,23988.,17321.,1499.8,0.3,0.00671,149.
"2D5/2","4G5/2",99,56,23988.,17362.,1509.1,0.3,0.00022,4530.
"2D5/2","4G7/2",99,57,23988.,17495.,1540.,0.3,0.00209,477.
"2D5/2","2G7/2",99,58,23988.,17515.,1544.8,0.3,0.0027,370.
"2D5/2","4G5/2",99,59,23988.,17569.,1557.9,0.3,0.000445,2240.
"2D5/2","4G5/2",99,60,23988.,17610.,1567.7,0.3,0.0226,44.
"2D5/2","4G7/2",99,61,23988.,19137.,2061.1,0.6,0.0000325,30700.
"2D5/2","4G7/2",99,62,23988.,19246.,2108.6,0.6,0.00953,104.
"2D5/2","4G7/2",99,63,23988.,19269.,2118.9,0.6,0.00147,679.
"2D5/2","4G7/2",99,64,23988.,19325.,2144.4,0.6,0.000802,1240.
"2D5/2","2K13/2",99,65,23988.,19576.,2266.4,0.7,0.00539,185.
"2D5/2","4G9/2",99,66,23988.,19627.,2292.7,0.7,0.00232,429.
"2D5/2","4G9/2",99,67,23988.,19643.,2301.5,0.7,0.000101,9850.
"2D5/2","4G9/2",99,68,23988.,19685.,2323.8,0.7,0.0000219,45500.
"2D5/2","4G9/2",99,69,23988.,19700.,2332.1,0.7,0.000872,1140.
"2D5/2","4G9/2",99,70,23988.,19731.,2348.9,0.7,0.000786,1270.
"2D5/2","2K13/2",99,71,23988.,19747.,2357.6,0.7,0.000819,1210.
"2D5/2","2K13/2",99,72,23988.,19793.,2383.3,0.8,0.0019,524.
"2D5/2","2K13/2",99,73,23988.,19839.,2410.2,0.8,0.0000682,14600.
"2D5/2","2K13/2",99,74,23988.,19898.,2444.7,0.8,0.0000151,66100.
"2D5/2","2K13/2",99,75,23988.,19952.,2477.7,0.8,0.0000312,31900.
"2D5/2","2K13/2",99,76,23988.,19977.,2492.9,0.8,0.0000734,13600.
"2D5/2","2G9/2",99,77,23988.,21155.,3529.,1.,5.43e-6,184000.
"2D5/2","2G9/2",99,78,23988.,21184.,3565.,1.,0.00306,325.
"2D5/2","2G9/2",99,79,23988.,21206.,3594.,1.,0.00074,1350.
"2D5/2","2G9/2",99,80,23988.,21246.,3646.,1.,0.00338,295.
"2D5/2","2G9/2",99,81,23988.,21275.,3685.,1.,0.000462,2160.
"2D5/2","2D3/2",99,82,23988.,21342.,3779.,2.,0.000139,7160.
"2D5/2","2D3/2",99,83,23988.,21360.,3803.,2.,0.0158,63.2
"2D5/2","4G11/2",99,84,23988.,21540.,4084.,2.,0.0000345,28900.
"2D5/2","4G11/2",99,85,23988.,21625.,4231.,2.,0.000893,1110.
"2D5/2","2K15/2",99,86,23988.,21641.,4259.,2.,0.000618,1610.
"2D5/2","4G11/2",99,87,23988.,21712.,4393.,2.,0.000236,4230.
"2D5/2","2K15/2",99,88,23988.,21765.,4497.,2.,0.00516,193.
"2D5/2","2K15/2",99,89,23988.,21778.,4524.,2.,0.00484,206.
"2D5/2","4G11/2",99,90,23988.,21791.,4549.,2.,0.00459,217.
"2D5/2","4G11/2",99,91,23988.,21819.,4608.,3.,0.00324,307.
"2D5/2","4G11/2",99,92,23988.,21831.,4634.,3.,0.00192,520.
"2D5/2","2K15/2",99,93,23988.,21872.,4724.,3.,0.0062,161.
"2D5/2","2K15/2",99,94,23988.,21894.,4774.,3.,0.000146,6840.
"2D5/2","2K15/2",99,95,23988.,21941.,4883.,3.,0.000049,20400.
"2D5/2","2K15/2",99,96,23988.,21967.,4947.,3.,0.00116,859.
"2D5/2","4G11/2",99,97,23988.,21997.,5020.,3.,0.0075,133.
"2D5/2","2P1/2",99,98,23988.,23467.,19170.,50.,4.32e-7,2.31e6
"2D5/2","4I9/2",100,1,24038.,0.,416.,0.02,0.000335,2980.
"2D5/2","4I9/2",100,2,24038.,44.,416.76,0.02,0.0000196,50700.
"2D5/2","4I9/2",100,3,24038.,148.,418.59,0.02,0.00052,1920.
"2D5/2","4I9/2",100,4,24038.,299.,421.25,0.02,0.0000267,37300.
"2D5/2","4I9/2",100,5,24038.,508.,424.98,0.02,0.000114,8730.
"2D5/2","4I11/2",100,6,24038.,1965.,453.04,0.02,0.000778,1280.
"2D5/2","4I11/2",100,7,24038.,2027.,454.32,0.02,0.000413,2410.
"2D5/2","4I11/2",100,8,24038.,2071.,455.21,0.02,0.0000537,18600.
"2D5/2","4I11/2",100,9,24038.,2090.,455.61,0.02,0.000241,4140.
"2D5/2","4I11/2",100,10,24038.,2194.,457.78,0.02,0.000176,5670.
"2D5/2","4I11/2",100,11,24038.,2227.,458.48,0.02,0.000257,3880.
"2D5/2","4I13/2",100,12,24038.,3903.,496.63,0.03,0.000314,3180.
"2D5/2","4I13/2",100,13,24038.,3970.,498.3,0.03,0.00164,606.
"2D5/2","4I13/2",100,14,24038.,4033.,499.88,0.03,0.00533,187.
"2D5/2","4I13/2",100,15,24038.,4087.,501.23,0.03,0.00208,478.
"2D5/2","4I13/2",100,16,24038.,4116.,501.94,0.03,0.0000542,18400.
"2D5/2","4I13/2",100,17,24038.,4206.,504.22,0.03,0.0000773,12900.
"2D5/2","4I13/2",100,18,24038.,4267.,505.79,0.03,0.0000332,30000.
"2D5/2","4I15/2",100,19,24038.,5796.,548.18,0.04,0.000481,2070.
"2D5/2","4I15/2",100,20,24038.,5864.,550.22,0.04,0.000177,5610.
"2D5/2","4I15/2",100,21,24038.,5991.,554.1,0.04,0.00101,986.
"2D5/2","4I15/2",100,22,24038.,6155.,559.2,0.04,0.000901,1100.
"2D5/2","4I15/2",100,23,24038.,6177.,559.88,0.04,0.000066,15100.
"2D5/2","4I15/2",100,24,24038.,6305.,563.91,0.04,0.000229,4340.
"2D5/2","4I15/2",100,25,24038.,6437.,568.14,0.04,0.000141,7060.
"2D5/2","4I15/2",100,26,24038.,6530.,571.17,0.04,4.56e-6,219000.
"2D5/2","4F3/2",100,27,24038.,11599.,803.89,0.09,0.0227,44.
"2D5/2","4F3/2",100,28,24038.,11641.,806.65,0.09,0.00125,794.
"2D5/2","2H9/2",100,29,24038.,12585.,873.1,0.1,0.000914,1090.
"2D5/2","4F5/2",100,30,24038.,12599.,874.2,0.1,0.0184,54.3
"2D5/2","4F5/2",100,31,24038.,12640.,877.3,0.1,0.0289,34.5
"2D5/2","4F5/2",100,32,24038.,12684.,880.7,0.1,0.0157,63.3
"2D5/2","4F5/2",100,33,24038.,12709.,882.6,0.1,0.0278,35.8
"2D5/2","2H9/2",100,34,24038.,12769.,887.4,0.1,0.00605,165.
"2D5/2","2H9/2",100,35,24038.,12856.,894.3,0.1,0.00826,121.
"2D5/2","2H9/2",100,36,24038.,12884.,896.5,0.1,0.00266,375.
"2D5/2","4F7/2",100,37,24038.,13525.,951.1,0.1,0.0365,27.3
"2D5/2","4F7/2",100,38,24038.,13594.,957.4,0.1,0.107,9.26
"2D5/2","4S3/2",100,39,24038.,13674.,964.9,0.1,0.0225,44.3
"2D5/2","4S3/2",100,40,24038.,13682.,965.6,0.1,7.71e-7,1.29e6
"2D5/2","4F7/2",100,41,24038.,13693.,966.6,0.1,0.154,6.46
"2D5/2","4F7/2",100,42,24038.,13728.,969.9,0.1,0.106,9.41
"2D5/2","4F9/2",100,43,24038.,14845.,1087.7,0.1,0.0132,75.4
"2D5/2","4F9/2",100,44,24038.,14864.,1090.,0.1,0.00537,186.
"2D5/2","4F9/2",100,45,24038.,14896.,1093.8,0.1,0.00359,277.
"2D5/2","4F9/2",100,46,24038.,14930.,1097.9,0.1,0.0000595,16700.
"2D5/2","4F9/2",100,47,24038.,14959.,1101.4,0.1,0.00104,952.
"2D5/2","2H11/2",100,48,24038.,16032.,1248.9,0.2,0.00767,130.
"2D5/2","2H11/2",100,49,24038.,16049.,1251.7,0.2,0.000637,1560.
"2D5/2","2H11/2",100,50,24038.,16055.,1252.6,0.2,0.00247,404.
"2D5/2","2H11/2",100,51,24038.,16073.,1255.5,0.2,0.00294,339.
"2D5/2","2H11/2",100,52,24038.,16100.,1259.6,0.2,0.000729,1370.
"2D5/2","2H11/2",100,53,24038.,16142.,1266.4,0.2,0.00011,9020.
"2D5/2","4G5/2",100,54,24038.,17303.,1484.8,0.3,0.00045,2220.
"2D5/2","4G5/2",100,55,24038.,17321.,1488.8,0.3,0.00306,326.
"2D5/2","4G5/2",100,56,24038.,17362.,1497.9,0.3,0.000058,17200.
"2D5/2","4G7/2",100,57,24038.,17495.,1528.3,0.3,0.00458,218.
"2D5/2","2G7/2",100,58,24038.,17515.,1533.,0.3,0.00189,528.
"2D5/2","4G5/2",100,59,24038.,17569.,1545.9,0.3,0.0026,384.
"2D5/2","4G5/2",100,60,24038.,17610.,1555.6,0.3,0.0112,88.9
"2D5/2","4G7/2",100,61,24038.,19137.,2040.3,0.5,0.0000583,17100.
"2D5/2","4G7/2",100,62,24038.,19246.,2086.8,0.6,0.00402,248.
"2D5/2","4G7/2",100,63,24038.,19269.,2096.9,0.6,0.000421,2370.
"2D5/2","4G7/2",100,64,24038.,19325.,2121.8,0.6,0.000592,1680.
"2D5/2","2K13/2",100,65,24038.,19576.,2241.2,0.7,0.0000884,11300.
"2D5/2","4G9/2",100,66,24038.,19627.,2267.,0.7,0.00193,515.
"2D5/2","4G9/2",100,67,24038.,19643.,2275.5,0.7,0.00108,920.
"2D5/2","4G9/2",100,68,24038.,19685.,2297.4,0.7,0.000339,2940.
"2D5/2","4G9/2",100,69,24038.,19700.,2305.4,0.7,0.000661,1510.
"2D5/2","4G9/2",100,70,24038.,19731.,2321.9,0.7,0.0000317,31400.
"2D5/2","2K13/2",100,71,24038.,19747.,2330.3,0.7,0.00155,644.
"2D5/2","2K13/2",100,72,24038.,19793.,2355.5,0.7,0.00149,667.
"2D5/2","2K13/2",100,73,24038.,19839.,2381.7,0.8,0.000289,3450.
"2D5/2","2K13/2",100,74,24038.,19898.,2415.4,0.8,0.000141,7040.
"2D5/2","2K13/2",100,75,24038.,19952.,2447.6,0.8,0.000203,4910.
"2D5/2","2K13/2",100,76,24038.,19977.,2462.5,0.8,0.000618,1610.
"2D5/2","2G9/2",100,77,24038.,21155.,3468.,1.,0.000296,3370.
"2D5/2","2G9/2",100,78,24038.,21184.,3503.,1.,0.000946,1050.
"2D5/2","2G9/2",100,79,24038.,21206.,3531.,1.,0.000171,5840.
"2D5/2","2G9/2",100,80,24038.,21246.,3581.,1.,0.000483,2060.
"2D5/2","2G9/2",100,81,24038.,21275.,3619.,1.,0.00172,578.
"2D5/2","2D3/2",100,82,24038.,21342.,3709.,1.,0.00364,274.
"2D5/2","2D3/2",100,83,24038.,21360.,3733.,1.,0.00323,308.
"2D5/2","4G11/2",100,84,24038.,21540.,4003.,2.,0.000193,5160.
"2D5/2","4G11/2",100,85,24038.,21625.,4144.,2.,0.00224,444.
"2D5/2","2K15/2",100,86,24038.,21641.,4171.,2.,0.0157,63.5
"2D5/2","4G11/2",100,87,24038.,21712.,4299.,2.,0.00315,317.
"2D5/2","2K15/2",100,88,24038.,21765.,4399.,2.,0.00206,483.
"2D5/2","2K15/2",100,89,24038.,21778.,4425.,2.,0.0022,452.
"2D5/2","4G11/2",100,90,24038.,21791.,4449.,2.,0.0000559,17800.
"2D5/2","4G11/2",100,91,24038.,21819.,4505.,2.,0.00177,564.
"2D5/2","4G11/2",100,92,24038.,21831.,4530.,2.,0.00426,234.
"2D5/2","2K15/2",100,93,24038.,21872.,4616.,3.,0.0102,97.8
"2D5/2","2K15/2",100,94,24038.,21894.,4664.,3.,0.00197,505.
"2D5/2","2K15/2",100,95,24038.,21941.,4767.,3.,0.0016,621.
"2D5/2","2K15/2",100,96,24038.,21967.,4829.,3.,5.33e-6,187000.
"2D5/2","4G11/2",100,97,24038.,21997.,4898.,3.,0.0113,87.9
"2D5/2","2P1/2",100,98,24038.,23467.,17510.,40.,6.38e-8,1.56e7
"2D5/2","2D5/2",100,99,24038.,23988.,201000.,5000.,4.7e-6,212000.
"2D5/2","4I9/2",101,1,24078.,0.,415.31,0.02,0.0000855,11600.
"2D5/2","4I9/2",101,2,24078.,44.,416.07,0.02,0.000215,4640.
"2D5/2","4I9/2",101,3,24078.,148.,417.88,0.02,1.19e-6,836000.
"2D5/2","4I9/2",101,4,24078.,299.,420.53,0.02,0.000047,21200.
"2D5/2","4I9/2",101,5,24078.,508.,424.26,0.02,9.14e-6,109000.
"2D5/2","4I11/2",101,6,24078.,1965.,452.22,0.02,0.000456,2180.
"2D5/2","4I11/2",101,7,24078.,2027.,453.49,0.02,0.000577,1730.
"2D5/2","4I11/2",101,8,24078.,2071.,454.38,0.02,0.000532,1870.
"2D5/2","4I11/2",101,9,24078.,2090.,454.78,0.02,0.000568,1750.
"2D5/2","4I11/2",101,10,24078.,2194.,456.94,0.02,0.000634,1570.
"2D5/2","4I11/2",101,11,24078.,2227.,457.63,0.02,0.000024,41600.
"2D5/2","4I13/2",101,12,24078.,3903.,495.65,0.03,0.0000328,30300.
"2D5/2","4I13/2",101,13,24078.,3970.,497.3,0.03,0.0000201,49500.
"2D5/2","4I13/2",101,14,24078.,4033.,498.88,0.03,0.00118,846.
"2D5/2","4I13/2",101,15,24078.,4087.,500.22,0.03,0.000392,2540.
"2D5/2","4I13/2",101,16,24078.,4116.,500.93,0.03,0.000926,1070.
"2D5/2","4I13/2",101,17,24078.,4206.,503.2,0.03,0.00161,617.
"2D5/2","4I13/2",101,18,24078.,4267.,504.76,0.03,0.000267,3730.
"2D5/2","4I15/2",101,19,24078.,5796.,546.97,0.04,4.98e-7,2.e6
"2D5/2","4I15/2",101,20,24078.,5864.,549.01,0.04,0.000215,4640.
"2D5/2","4I15/2",101,21,24078.,5991.,552.87,0.04,0.0000364,27400.
"2D5/2","4I15/2",101,22,24078.,6155.,557.95,0.04,0.000255,3910.
"2D5/2","4I15/2",101,23,24078.,6177.,558.62,0.04,0.000114,8750.
"2D5/2","4I15/2",101,24,24078.,6305.,562.63,0.04,0.000349,2850.
"2D5/2","4I15/2",101,25,24078.,6437.,566.84,0.04,0.000195,5110.
"2D5/2","4I15/2",101,26,24078.,6530.,569.87,0.04,0.0000263,37900.
"2D5/2","4F3/2",101,27,24078.,11599.,801.31,0.09,0.000106,9400.
"2D5/2","4F3/2",101,28,24078.,11641.,804.04,0.09,0.0242,41.2
"2D5/2","2H9/2",101,29,24078.,12585.,870.,0.1,0.00673,148.
"2D5/2","4F5/2",101,30,24078.,12599.,871.1,0.1,0.00768,130.
"2D5/2","4F5/2",101,31,24078.,12640.,874.3,0.1,0.0126,79.2
"2D5/2","4F5/2",101,32,24078.,12684.,877.6,0.1,0.0455,21.9
"2D5/2","4F5/2",101,33,24078.,12709.,879.5,0.1,0.00411,242.
"2D5/2","2H9/2",101,34,24078.,12769.,884.2,0.1,0.0018,554.
"2D5/2","2H9/2",101,35,24078.,12856.,891.1,0.1,0.0078,128.
"2D5/2","2H9/2",101,36,24078.,12884.,893.3,0.1,0.00082,1210.
"2D5/2","4F7/2",101,37,24078.,13525.,947.5,0.1,0.0203,49.2
"2D5/2","4F7/2",101,38,24078.,13594.,953.8,0.1,0.0844,11.8
"2D5/2","4S3/2",101,39,24078.,13674.,961.1,0.1,0.00276,361.
"2D5/2","4S3/2",101,40,24078.,13682.,961.9,0.1,0.0138,72.3
"2D5/2","4F7/2",101,41,24078.,13693.,962.9,0.1,0.0237,42.
"2D5/2","4F7/2",101,42,24078.,13728.,966.1,0.1,0.118,8.41
"2D5/2","4F9/2",101,43,24078.,14845.,1083.,0.1,0.00155,642.
"2D5/2","4F9/2",101,44,24078.,14864.,1085.3,0.1,0.000646,1540.
"2D5/2","4F9/2",101,45,24078.,14896.,1089.,0.1,0.000653,1520.
"2D5/2","4F9/2",101,46,24078.,14930.,1093.1,0.1,0.00176,565.
"2D5/2","4F9/2",101,47,24078.,14959.,1096.6,0.1,0.00121,824.
"2D5/2","2H11/2",101,48,24078.,16032.,1242.7,0.2,0.00154,646.
"2D5/2","2H11/2",101,49,24078.,16049.,1245.4,0.2,0.000382,2610.
"2D5/2","2H11/2",101,50,24078.,16055.,1246.4,0.2,0.00305,327.
"2D5/2","2H11/2",101,51,24078.,16073.,1249.2,0.2,0.00529,188.
"2D5/2","2H11/2",101,52,24078.,16100.,1253.3,0.2,0.0016,623.
"2D5/2","2H11/2",101,53,24078.,16142.,1260.,0.2,9.36e-6,106000.
"2D5/2","4G5/2",101,54,24078.,17303.,1476.,0.3,0.00236,422.
"2D5/2","4G5/2",101,55,24078.,17321.,1479.9,0.3,0.000568,1750.
"2D5/2","4G5/2",101,56,24078.,17362.,1489.,0.3,0.00164,609.
"2D5/2","4G7/2",101,57,24078.,17495.,1519.,0.3,0.00317,314.
"2D5/2","2G7/2",101,58,24078.,17515.,1523.6,0.3,0.000065,15300.
"2D5/2","4G5/2",101,59,24078.,17569.,1536.4,0.3,0.0258,38.6
"2D5/2","4G5/2",101,60,24078.,17610.,1545.9,0.3,0.00246,406.
"2D5/2","4G7/2",101,61,24078.,19137.,2023.7,0.5,0.0000837,11900.
"2D5/2","4G7/2",101,62,24078.,19246.,2069.4,0.6,0.00129,771.
"2D5/2","4G7/2",101,63,24078.,19269.,2079.4,0.6,0.000102,9740.
"2D5/2","4G7/2",101,64,24078.,19325.,2103.9,0.6,5.16e-6,193000.
"2D5/2","2K13/2",101,65,24078.,19576.,2221.2,0.6,0.0000204,48900.
"2D5/2","4G9/2",101,66,24078.,19627.,2246.5,0.7,4.54e-6,219000.
"2D5/2","4G9/2",101,67,24078.,19643.,2254.9,0.7,0.000543,1830.
"2D5/2","4G9/2",101,68,24078.,19685.,2276.4,0.7,0.00172,578.
"2D5/2","4G9/2",101,69,24078.,19700.,2284.2,0.7,0.00288,346.
"2D5/2","4G9/2",101,70,24078.,19731.,2300.4,0.7,0.000695,1430.
"2D5/2","2K13/2",101,71,24078.,19747.,2308.7,0.7,0.00256,390.
"2D5/2","2K13/2",101,72,24078.,19793.,2333.4,0.7,0.0136,73.3
"2D5/2","2K13/2",101,73,24078.,19839.,2359.1,0.7,0.00101,989.
"2D5/2","2K13/2",101,74,24078.,19898.,2392.2,0.8,0.00137,727.
"2D5/2","2K13/2",101,75,24078.,19952.,2423.8,0.8,0.00108,923.
"2D5/2","2K13/2",101,76,24078.,19977.,2438.4,0.8,0.0121,82.5
"2D5/2","2G9/2",101,77,24078.,21155.,3420.,1.,0.000633,1570.
"2D5/2","2G9/2",101,78,24078.,21184.,3455.,1.,0.00128,775.
"2D5/2","2G9/2",101,79,24078.,21206.,3482.,1.,0.0000346,28800.
"2D5/2","2G9/2",101,80,24078.,21246.,3530.,1.,0.000762,1310.
"2D5/2","2G9/2",101,81,24078.,21275.,3567.,1.,0.00305,327.
"2D5/2","2D3/2",101,82,24078.,21342.,3655.,1.,0.00216,462.
"2D5/2","2D3/2",101,83,24078.,21360.,3678.,1.,0.000259,3850.
"2D5/2","4G11/2",101,84,24078.,21540.,3939.,2.,0.000272,3660.
"2D5/2","4G11/2",101,85,24078.,21625.,4076.,2.,0.000763,1310.
"2D5/2","2K15/2",101,86,24078.,21641.,4103.,2.,0.00424,235.
"2D5/2","4G11/2",101,87,24078.,21712.,4226.,2.,0.00203,490.
"2D5/2","2K15/2",101,88,24078.,21765.,4323.,2.,0.000621,1600.
"2D5/2","2K15/2",101,89,24078.,21778.,4347.,2.,0.000558,1780.
"2D5/2","4G11/2",101,90,24078.,21791.,4371.,2.,0.0000916,10900.
"2D5/2","4G11/2",101,91,24078.,21819.,4425.,2.,0.00446,223.
"2D5/2","4G11/2",101,92,24078.,21831.,4449.,2.,0.000697,1430.
"2D5/2","2K15/2",101,93,24078.,21872.,4532.,2.,0.00233,427.
"2D5/2","2K15/2",101,94,24078.,21894.,4578.,2.,0.000578,1720.
"2D5/2","2K15/2",101,95,24078.,21941.,4678.,3.,0.000697,1430.
"2D5/2","2K15/2",101,96,24078.,21967.,4737.,3.,0.0157,63.5
"2D5/2","4G11/2",101,97,24078.,21997.,4804.,3.,0.000211,4720.
"2D5/2","2P1/2",101,98,24078.,23467.,16360.,30.,3.4e-7,2.93e6
"2D5/2","2D5/2",101,99,24078.,23988.,111000.,1000.,4.52e-6,220000.
"2D5/2","2D5/2",101,100,24078.,24038.,248000.,8000.,2.94e-7,3.4e6
"2P3/2","4I9/2",102,1,26391.,0.,378.91,0.02,0.0000181,55100.
"2P3/2","4I9/2",102,2,26391.,44.,379.54,0.02,0.000448,2230.
"2P3/2","4I9/2",102,3,26391.,148.,381.05,0.02,0.00042,2380.
"2P3/2","4I9/2",102,4,26391.,299.,383.25,0.02,0.000181,5510.
"2P3/2","4I9/2",102,5,26391.,508.,386.34,0.02,1.73e-10,5.77e9
"2P3/2","4I11/2",102,6,26391.,1965.,409.4,0.02,0.000445,2240.
"2P3/2","4I11/2",102,7,26391.,2027.,410.44,0.02,0.000322,3100.
"2P3/2","4I11/2",102,8,26391.,2071.,411.17,0.02,0.00179,557.
"2P3/2","4I11/2",102,9,26391.,2090.,411.49,0.02,0.000816,1220.
"2P3/2","4I11/2",102,10,26391.,2194.,413.26,0.02,4.27e-7,2.33e6
"2P3/2","4I11/2",102,11,26391.,2227.,413.83,0.02,0.000311,3210.
"2P3/2","4I13/2",102,12,26391.,3903.,444.67,0.02,0.000229,4340.
"2P3/2","4I13/2",102,13,26391.,3970.,446.,0.02,0.000607,1640.
"2P3/2","4I13/2",102,14,26391.,4033.,447.27,0.02,0.000444,2240.
"2P3/2","4I13/2",102,15,26391.,4087.,448.35,0.02,0.0000386,25800.
"2P3/2","4I13/2",102,16,26391.,4116.,448.92,0.02,0.000304,3280.
"2P3/2","4I13/2",102,17,26391.,4206.,450.74,0.02,0.0000219,45500.
"2P3/2","4I13/2",102,18,26391.,4267.,451.99,0.02,0.000079,12600.
"2P3/2","4I15/2",102,19,26391.,5796.,485.54,0.03,0.0000299,33300.
"2P3/2","4I15/2",102,20,26391.,5864.,487.14,0.03,0.000063,15800.
"2P3/2","4I15/2",102,21,26391.,5991.,490.19,0.03,0.000584,1710.
"2P3/2","4I15/2",102,22,26391.,6155.,494.17,0.03,0.000737,1350.
"2P3/2","4I15/2",102,23,26391.,6177.,494.7,0.03,0.0000752,13200.
"2P3/2","4I15/2",102,24,26391.,6305.,497.84,0.03,0.000189,5270.
"2P3/2","4I15/2",102,25,26391.,6437.,501.14,0.03,1.04e-6,954000.
"2P3/2","4I15/2",102,26,26391.,6530.,503.5,0.03,0.0000491,20300.
"2P3/2","4F3/2",102,27,26391.,11599.,676.01,0.06,0.101,9.82
"2P3/2","4F3/2",102,28,26391.,11641.,677.96,0.06,0.000327,3050.
"2P3/2","2H9/2",102,29,26391.,12585.,724.31,0.07,0.015,66.6
"2P3/2","4F5/2",102,30,26391.,12599.,725.04,0.07,0.118,8.45
"2P3/2","4F5/2",102,31,26391.,12640.,727.23,0.07,0.0156,63.9
"2P3/2","4F5/2",102,32,26391.,12684.,729.53,0.07,0.019,52.5
"2P3/2","4F5/2",102,33,26391.,12709.,730.87,0.07,0.155,6.44
"2P3/2","2H9/2",102,34,26391.,12769.,734.11,0.07,0.00646,154.
"2P3/2","2H9/2",102,35,26391.,12856.,738.82,0.07,0.0127,78.3
"2P3/2","2H9/2",102,36,26391.,12884.,740.33,0.07,0.0000427,23400.
"2P3/2","4F7/2",102,37,26391.,13525.,777.21,0.08,0.00047,2120.
"2P3/2","4F7/2",102,38,26391.,13594.,781.41,0.08,0.000422,2360.
"2P3/2","4S3/2",102,39,26391.,13674.,786.36,0.08,0.186,5.36
"2P3/2","4S3/2",102,40,26391.,13682.,786.84,0.08,0.0101,98.3
"2P3/2","4F7/2",102,41,26391.,13693.,787.52,0.08,0.00101,982.
"2P3/2","4F7/2",102,42,26391.,13728.,789.67,0.08,0.000263,3790.
"2P3/2","4F9/2",102,43,26391.,14845.,866.,0.1,0.0225,44.3
"2P3/2","4F9/2",102,44,26391.,14864.,867.5,0.1,0.00375,266.
"2P3/2","4F9/2",102,45,26391.,14896.,869.9,0.1,0.00742,134.
"2P3/2","4F9/2",102,46,26391.,14930.,872.5,0.1,0.0002,4970.
"2P3/2","4F9/2",102,47,26391.,14959.,874.7,0.1,0.0000786,12700.
"2P3/2","2H11/2",102,48,26391.,16032.,965.2,0.1,5.09e-6,196000.
"2P3/2","2H11/2",102,49,26391.,16049.,966.9,0.1,0.00075,1330.
"2P3/2","2H11/2",102,50,26391.,16055.,967.4,0.1,0.000531,1880.
"2P3/2","2H11/2",102,51,26391.,16073.,969.1,0.1,0.00249,401.
"2P3/2","2H11/2",102,52,26391.,16100.,971.6,0.1,0.00217,460.
"2P3/2","2H11/2",102,53,26391.,16142.,975.6,0.1,0.000315,3160.
