"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ/s","AMD/s^-1"
"2I13/2","2D5/2",131,101,31013.,24078.,1441.8,0.2,0.0000817,12200.
"2I13/2","2P3/2",131,102,31013.,26391.,2163.4,0.6,0.000612,1630.
"2I13/2","2P3/2",131,103,31013.,26427.,2180.2,0.6,0.0148,67.4
"2I13/2","4D3/2",131,104,31013.,28346.,3748.,1.,4.56e-6,219000.
"2I13/2","4D3/2",131,105,31013.,28375.,3790.,2.,9.1e-6,109000.
"2I13/2","4D5/2",131,106,31013.,28502.,3982.,2.,0.0000146,68000.
"2I13/2","4D5/2",131,107,31013.,28528.,4024.,2.,2.48e-6,401000.
"2I13/2","4D5/2",131,108,31013.,28675.,4276.,2.,6.8e-6,146000.
"2I13/2","4D1/2",131,109,31013.,28949.,4843.,3.,0.000959,1040.
"2I13/2","2I11/2",131,110,31013.,29470.,6478.,5.,0.0000366,27200.
"2I13/2","2I11/2",131,111,31013.,29479.,6517.,6.,0.0000566,17600.
"2I13/2","2I11/2",131,112,31013.,29561.,6886.,6.,0.000431,2310.
"2I13/2","2I11/2",131,113,31013.,29649.,7330.,7.,0.0045,222.
"2I13/2","2I11/2",131,114,31013.,29652.,7344.,7.,0.00474,210.
"2I13/2","2I11/2",131,115,31013.,29781.,8110.,9.,0.00201,497.
"2I13/2","2L15/2",131,116,31013.,30274.,13510.,20.,0.0000335,29700.
"2I13/2","2L15/2",131,117,31013.,30321.,14430.,20.,0.0000117,85000.
"2I13/2","2L15/2",131,118,31013.,30366.,15450.,30.,0.0000191,52000.
"2I13/2","2L15/2",131,119,31013.,30475.,18550.,40.,7.26e-6,137000.
"2I13/2","2L15/2",131,120,31013.,30526.,20530.,50.,1.78e-6,560000.
"2I13/2","2L15/2",131,121,31013.,30540.,21120.,60.,0.000144,6940.
"2I13/2","4D7/2",131,122,31013.,30595.,23880.,80.,2.59e-6,385000.
"2I13/2","2L15/2",131,123,31013.,30603.,24370.,80.,2.53e-7,3.93e6
