"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ*n^3/s","AMD/n^3/s^-1"
"2H11/2","4I15/2",50,26,16052.,6536.,1050.,2.,4.28e-6,233000.
"2H11/2","4F3/2",50,27,16052.,11600.,2246.,9.,0.000155,6430.
"2H11/2","4F3/2",50,28,16052.,11643.,2268.,9.,0.000322,3090.
"2H11/2","2H9/2",50,29,16052.,12582.,2880.,10.,0.0107,92.9
"2H11/2","4F5/2",50,30,16052.,12600.,2890.,10.,0.0106,93.4
"2H11/2","4F5/2",50,31,16052.,12638.,2920.,10.,0.0413,24.1
"2H11/2","4F5/2",50,32,16052.,12685.,2960.,10.,0.00208,480.
"2H11/2","4F5/2",50,33,16052.,12708.,2990.,10.,0.0145,68.6
"2H11/2","2H9/2",50,34,16052.,12766.,3040.,10.,0.0392,25.4
"2H11/2","2H9/2",50,35,16052.,12851.,3120.,10.,0.0994,10.
"2H11/2","2H9/2",50,36,16052.,12879.,3150.,10.,0.111,8.93
"2H11/2","4F7/2",50,37,16052.,13524.,3950.,20.,0.000218,4560.
"2H11/2","4F7/2",50,38,16052.,13593.,4060.,30.,0.00288,346.
"2H11/2","4S3/2",50,39,16052.,13676.,4200.,30.,0.0000837,11900.
"2H11/2","4S3/2",50,40,16052.,13685.,4220.,30.,0.000324,3070.
"2H11/2","4F7/2",50,41,16052.,13692.,4230.,30.,0.00339,294.
"2H11/2","4F7/2",50,42,16052.,13726.,4290.,30.,0.000401,2480.
"2H11/2","4F9/2",50,43,16052.,14847.,8300.,100.,0.00163,612.
"2H11/2","4F9/2",50,44,16052.,14867.,8400.,100.,0.000333,3000.
"2H11/2","4F9/2",50,45,16052.,14898.,8600.,100.,0.00022,4530.
"2H11/2","4F9/2",50,46,16052.,14933.,8900.,100.,0.000258,3860.
"2H11/2","4F9/2",50,47,16052.,14962.,9100.,100.,0.0000394,25300.
"2H11/2","2H11/2",50,48,16052.,16029.,400000.,300000.,1.06e-6,939000.
"2H11/2","2H11/2",50,49,16052.,16046.,1.e6,5.e6,1.9e-8,5.25e7
"2H11/2","4I9/2",51,1,16070.,0.,622.2,0.7,0.00172,578.
"2H11/2","4I9/2",51,2,16070.,47.,624.,0.7,0.0000305,32700.
"2H11/2","4I9/2",51,3,16070.,149.,628.1,0.7,0.00105,944.
"2H11/2","4I9/2",51,4,16070.,300.,634.1,0.7,0.000249,4010.
"2H11/2","4I9/2",51,5,16070.,508.,642.5,0.7,0.000188,5310.
"2H11/2","4I11/2",51,6,16070.,1975.,709.4,0.9,0.0058,172.
"2H11/2","4I11/2",51,7,16070.,2038.,712.6,0.9,0.044,22.7
"2H11/2","4I11/2",51,8,16070.,2081.,714.8,0.9,0.00147,679.
"2H11/2","4I11/2",51,9,16070.,2100.,715.8,0.9,0.037,26.9
"2H11/2","4I11/2",51,10,16070.,2203.,721.1,0.9,0.02,49.8
"2H11/2","4I11/2",51,11,16070.,2236.,722.8,0.9,0.095,10.5
"2H11/2","4I13/2",51,12,16070.,3914.,822.,1.,0.00893,111.
"2H11/2","4I13/2",51,13,16070.,3982.,827.,1.,0.0142,70.1
"2H11/2","4I13/2",51,14,16070.,4045.,831.,1.,0.0772,12.9
"2H11/2","4I13/2",51,15,16070.,4099.,835.,1.,0.0238,41.8
"2H11/2","4I13/2",51,16,16070.,4127.,837.,1.,0.331,3.02
"2H11/2","4I13/2",51,17,16070.,4217.,843.,1.,0.278,3.59
"2H11/2","4I13/2",51,18,16070.,4278.,847.,1.,0.011,90.7
"2H11/2","4I15/2",51,19,16070.,5802.,973.,1.,0.000141,7080.
"2H11/2","4I15/2",51,20,16070.,5871.,980.,1.,0.000145,6870.
"2H11/2","4I15/2",51,21,16070.,5998.,992.,1.,0.00181,550.
"2H11/2","4I15/2",51,22,16070.,6162.,1009.,1.,0.00242,412.
"2H11/2","4I15/2",51,23,16070.,6183.,1011.,1.,0.00496,201.
"2H11/2","4I15/2",51,24,16070.,6312.,1024.,1.,5.85e-6,170000.
"2H11/2","4I15/2",51,25,16070.,6443.,1038.,1.,0.0000445,22400.
"2H11/2","4I15/2",51,26,16070.,6536.,1048.,2.,0.000108,9240.
"2H11/2","4F3/2",51,27,16070.,11600.,2236.,9.,0.000268,3720.
"2H11/2","4F3/2",51,28,16070.,11643.,2258.,9.,0.0000955,10400.
"2H11/2","2H9/2",51,29,16070.,12582.,2860.,10.,0.0616,16.2
"2H11/2","4F5/2",51,30,16070.,12600.,2880.,10.,0.00376,265.
"2H11/2","4F5/2",51,31,16070.,12638.,2910.,10.,0.0115,86.9
"2H11/2","4F5/2",51,32,16070.,12685.,2950.,10.,0.00441,226.
"2H11/2","4F5/2",51,33,16070.,12708.,2970.,10.,0.000564,1770.
"2H11/2","2H9/2",51,34,16070.,12766.,3020.,10.,0.0247,40.4
"2H11/2","2H9/2",51,35,16070.,12851.,3100.,10.,0.0113,87.8
"2H11/2","2H9/2",51,36,16070.,12879.,3130.,10.,0.0368,27.1
"2H11/2","4F7/2",51,37,16070.,13524.,3920.,20.,0.00068,1460.
"2H11/2","4F7/2",51,38,16070.,13593.,4030.,20.,0.00919,108.
"2H11/2","4S3/2",51,39,16070.,13676.,4170.,30.,0.0000551,18100.
"2H11/2","4S3/2",51,40,16070.,13685.,4190.,30.,0.0000421,23700.
"2H11/2","4F7/2",51,41,16070.,13692.,4200.,30.,0.000476,2090.
"2H11/2","4F7/2",51,42,16070.,13726.,4260.,30.,0.00129,772.
"2H11/2","4F9/2",51,43,16070.,14847.,8100.,100.,0.000544,1830.
"2H11/2","4F9/2",51,44,16070.,14867.,8300.,100.,0.000872,1140.
"2H11/2","4F9/2",51,45,16070.,14898.,8500.,100.,0.000417,2390.
"2H11/2","4F9/2",51,46,16070.,14933.,8700.,100.,0.00196,508.
"2H11/2","4F9/2",51,47,16070.,14962.,9000.,100.,0.00168,594.
"2H11/2","2H11/2",51,48,16070.,16029.,200000.,100000.,0.0000106,94200.
"2H11/2","2H11/2",51,49,16070.,16046.,400000.,300000.,3.76e-8,2.65e7
"2H11/2","2H11/2",51,50,16070.,16052.,500000.,500000.,9.61e-7,1.03e6
"2H11/2","4I9/2",52,1,16096.,0.,621.2,0.7,0.000553,1800.
"2H11/2","4I9/2",52,2,16096.,47.,623.,0.7,0.00024,4140.
"2H11/2","4I9/2",52,3,16096.,149.,627.,0.7,0.00219,455.
"2H11/2","4I9/2",52,4,16096.,300.,633.,0.7,0.0028,357.
"2H11/2","4I9/2",52,5,16096.,508.,641.5,0.7,7.6e-6,131000.
"2H11/2","4I11/2",52,6,16096.,1975.,708.1,0.9,0.0113,88.4
"2H11/2","4I11/2",52,7,16096.,2038.,711.3,0.9,0.00384,260.
"2H11/2","4I11/2",52,8,16096.,2081.,713.4,0.9,0.0667,14.9
"2H11/2","4I11/2",52,9,16096.,2100.,714.4,0.9,0.0498,20.
"2H11/2","4I11/2",52,10,16096.,2203.,719.7,0.9,0.00391,255.
"2H11/2","4I11/2",52,11,16096.,2236.,721.5,0.9,0.045,22.1
"2H11/2","4I13/2",52,12,16096.,3914.,820.,1.,0.0955,10.4
"2H11/2","4I13/2",52,13,16096.,3982.,825.,1.,0.0123,80.8
"2H11/2","4I13/2",52,14,16096.,4045.,829.,1.,0.0957,10.4
"2H11/2","4I13/2",52,15,16096.,4099.,833.,1.,0.204,4.89
"2H11/2","4I13/2",52,16,16096.,4127.,835.,1.,0.00535,186.
"2H11/2","4I13/2",52,17,16096.,4217.,841.,1.,0.0569,17.5
"2H11/2","4I13/2",52,18,16096.,4278.,846.,1.,0.0236,42.2
"2H11/2","4I15/2",52,19,16096.,5802.,971.,1.,0.000257,3880.
"2H11/2","4I15/2",52,20,16096.,5871.,977.,1.,0.000366,2730.
"2H11/2","4I15/2",52,21,16096.,5998.,990.,1.,0.000543,1830.
"2H11/2","4I15/2",52,22,16096.,6162.,1006.,1.,0.0000559,17800.
"2H11/2","4I15/2",52,23,16096.,6183.,1008.,1.,0.00339,294.
"2H11/2","4I15/2",52,24,16096.,6312.,1022.,1.,0.000584,1710.
"2H11/2","4I15/2",52,25,16096.,6443.,1035.,1.,0.0024,416.
"2H11/2","4I15/2",52,26,16096.,6536.,1045.,2.,0.00373,268.
"2H11/2","4F3/2",52,27,16096.,11600.,2224.,9.,0.0000628,15900.
"2H11/2","4F3/2",52,28,16096.,11643.,2245.,9.,0.0000746,13300.
"2H11/2","2H9/2",52,29,16096.,12582.,2840.,10.,0.00274,364.
"2H11/2","4F5/2",52,30,16096.,12600.,2860.,10.,0.00497,200.
"2H11/2","4F5/2",52,31,16096.,12638.,2890.,10.,0.0531,18.8
"2H11/2","4F5/2",52,32,16096.,12685.,2930.,10.,0.00115,865.
"2H11/2","4F5/2",52,33,16096.,12708.,2950.,10.,0.0141,70.5
"2H11/2","2H9/2",52,34,16096.,12766.,3000.,10.,0.0473,21.1
"2H11/2","2H9/2",52,35,16096.,12851.,3080.,10.,0.0107,93.1
"2H11/2","2H9/2",52,36,16096.,12879.,3100.,10.,0.00354,281.
"2H11/2","4F7/2",52,37,16096.,13524.,3880.,20.,0.00337,296.
"2H11/2","4F7/2",52,38,16096.,13593.,3990.,20.,0.000368,2710.
"2H11/2","4S3/2",52,39,16096.,13676.,4130.,30.,0.00077,1290.
"2H11/2","4S3/2",52,40,16096.,13685.,4140.,30.,0.000131,7580.
"2H11/2","4F7/2",52,41,16096.,13692.,4150.,30.,0.000827,1200.
"2H11/2","4F7/2",52,42,16096.,13726.,4210.,30.,0.0000771,12900.
"2H11/2","4F9/2",52,43,16096.,14847.,8000.,100.,0.00227,439.
"2H11/2","4F9/2",52,44,16096.,14867.,8100.,100.,0.000269,3710.
"2H11/2","4F9/2",52,45,16096.,14898.,8300.,100.,0.000278,3580.
"2H11/2","4F9/2",52,46,16096.,14933.,8500.,100.,0.000213,4680.
"2H11/2","4F9/2",52,47,16096.,14962.,8800.,100.,0.000198,5040.
"2H11/2","2H11/2",52,48,16096.,16029.,140000.,40000.,1.32e-6,753000.
"2H11/2","2H11/2",52,49,16096.,16046.,190000.,70000.,0.0000344,29000.
"2H11/2","2H11/2",52,50,16096.,16052.,220000.,90000.,0.000014,71000.
"2H11/2","2H11/2",52,51,16096.,16070.,300000.,200000.,8.83e-7,1.13e6
"2H11/2","4I9/2",53,1,16139.,0.,619.6,0.7,0.0000428,23300.
"2H11/2","4I9/2",53,2,16139.,47.,621.4,0.7,0.000917,1080.
"2H11/2","4I9/2",53,3,16139.,149.,625.4,0.7,0.00193,517.
"2H11/2","4I9/2",53,4,16139.,300.,631.3,0.7,0.00182,546.
"2H11/2","4I9/2",53,5,16139.,508.,639.7,0.7,0.000485,2050.
"2H11/2","4I11/2",53,6,16139.,1975.,706.,0.9,0.00141,704.
"2H11/2","4I11/2",53,7,16139.,2038.,709.1,0.9,0.00393,253.
"2H11/2","4I11/2",53,8,16139.,2081.,711.3,0.9,0.00681,146.
"2H11/2","4I11/2",53,9,16139.,2100.,712.3,0.9,0.00105,949.
"2H11/2","4I11/2",53,10,16139.,2203.,717.5,0.9,0.0523,19.
"2H11/2","4I11/2",53,11,16139.,2236.,719.2,0.9,0.128,7.77
"2H11/2","4I13/2",53,12,16139.,3914.,818.,1.,0.0009,1110.
"2H11/2","4I13/2",53,13,16139.,3982.,822.,1.,0.000309,3230.
"2H11/2","4I13/2",53,14,16139.,4045.,826.,1.,0.00329,303.
"2H11/2","4I13/2",53,15,16139.,4099.,830.,1.,0.00183,544.
"2H11/2","4I13/2",53,16,16139.,4127.,832.,1.,0.0332,30.
"2H11/2","4I13/2",53,17,16139.,4217.,838.,1.,0.0302,33.
"2H11/2","4I13/2",53,18,16139.,4278.,843.,1.,0.353,2.83
"2H11/2","4I15/2",53,19,16139.,5802.,967.,1.,0.00184,541.
"2H11/2","4I15/2",53,20,16139.,5871.,973.,1.,0.000304,3280.
"2H11/2","4I15/2",53,21,16139.,5998.,986.,1.,0.0000566,17600.
"2H11/2","4I15/2",53,22,16139.,6162.,1002.,1.,0.00245,407.
"2H11/2","4I15/2",53,23,16139.,6183.,1004.,1.,0.00273,365.
"2H11/2","4I15/2",53,24,16139.,6312.,1017.,1.,0.00296,337.
"2H11/2","4I15/2",53,25,16139.,6443.,1031.,1.,0.00117,849.
"2H11/2","4I15/2",53,26,16139.,6536.,1041.,1.,0.00021,4740.
"2H11/2","4F3/2",53,27,16139.,11600.,2203.,8.,0.0000105,94500.
"2H11/2","4F3/2",53,28,16139.,11643.,2224.,9.,6.43e-8,1.55e7
"2H11/2","2H9/2",53,29,16139.,12582.,2810.,10.,0.022,45.2
"2H11/2","4F5/2",53,30,16139.,12600.,2820.,10.,0.00702,142.
"2H11/2","4F5/2",53,31,16139.,12638.,2850.,10.,0.0109,91.
"2H11/2","4F5/2",53,32,16139.,12685.,2890.,10.,0.0062,161.
"2H11/2","4F5/2",53,33,16139.,12708.,2910.,10.,0.0076,131.
"2H11/2","2H9/2",53,34,16139.,12766.,2960.,10.,0.0135,73.8
"2H11/2","2H9/2",53,35,16139.,12851.,3040.,10.,0.0217,46.
"2H11/2","2H9/2",53,36,16139.,12879.,3060.,10.,0.0000872,11400.
"2H11/2","4F7/2",53,37,16139.,13524.,3820.,20.,0.0000292,34200.
"2H11/2","4F7/2",53,38,16139.,13593.,3920.,20.,0.00157,636.
"2H11/2","4S3/2",53,39,16139.,13676.,4060.,30.,0.0000361,27700.
"2H11/2","4S3/2",53,40,16139.,13685.,4070.,30.,0.0000361,27600.
"2H11/2","4F7/2",53,41,16139.,13692.,4080.,30.,0.00113,880.
"2H11/2","4F7/2",53,42,16139.,13726.,4140.,30.,0.000421,2370.
"2H11/2","4F9/2",53,43,16139.,14847.,7700.,100.,0.000145,6870.
"2H11/2","4F9/2",53,44,16139.,14867.,7800.,100.,0.000308,3240.
"2H11/2","4F9/2",53,45,16139.,14898.,8000.,100.,0.00201,496.
"2H11/2","4F9/2",53,46,16139.,14933.,8200.,100.,0.00013,7640.
"2H11/2","4F9/2",53,47,16139.,14962.,8400.,100.,0.00494,202.
"2H11/2","2H11/2",53,48,16139.,16029.,90000.,10000.,0.0000262,38000.
"2H11/2","2H11/2",53,49,16139.,16046.,100000.,20000.,5.88e-6,169000.
"2H11/2","2H11/2",53,50,16139.,16052.,110000.,20000.,0.0000158,63200.
"2H11/2","2H11/2",53,51,16139.,16070.,140000.,30000.,0.000037,26900.
"2H11/2","2H11/2",53,52,16139.,16096.,200000.,100000.,4.89e-6,204000.
"4G5/2","4I9/2",54,1,17304.,0.,577.9,0.6,0.000232,4300.
"4G5/2","4I9/2",54,2,17304.,47.,579.4,0.6,0.0165,60.3
"4G5/2","4I9/2",54,3,17304.,149.,582.9,0.6,0.00278,359.
"4G5/2","4I9/2",54,4,17304.,300.,588.1,0.6,0.0295,33.8
"4G5/2","4I9/2",54,5,17304.,508.,595.3,0.6,0.00426,234.
"4G5/2","4I11/2",54,6,17304.,1975.,652.3,0.7,0.00283,352.
"4G5/2","4I11/2",54,7,17304.,2038.,655.,0.7,0.0131,75.9
"4G5/2","4I11/2",54,8,17304.,2081.,656.9,0.7,0.00166,600.
"4G5/2","4I11/2",54,9,17304.,2100.,657.7,0.7,0.0288,34.7
"4G5/2","4I11/2",54,10,17304.,2203.,662.2,0.8,0.0169,58.9
"4G5/2","4I11/2",54,11,17304.,2236.,663.6,0.8,0.0447,22.3
"4G5/2","4I13/2",54,12,17304.,3914.,746.,1.,0.00102,972.
"4G5/2","4I13/2",54,13,17304.,3982.,750.,1.,0.000895,1110.
"4G5/2","4I13/2",54,14,17304.,4045.,754.,1.,0.00016,6210.
"4G5/2","4I13/2",54,15,17304.,4099.,757.,1.,0.0108,92.4
"4G5/2","4I13/2",54,16,17304.,4127.,758.,1.,0.00482,207.
"4G5/2","4I13/2",54,17,17304.,4217.,764.,1.,0.00121,820.
"4G5/2","4I13/2",54,18,17304.,4278.,767.,1.,0.000141,7050.
"4G5/2","4I15/2",54,19,17304.,5802.,869.,1.,0.0000556,17900.
"4G5/2","4I15/2",54,20,17304.,5871.,874.,1.,0.000186,5370.
"4G5/2","4I15/2",54,21,17304.,5998.,884.,1.,0.0000234,42700.
"4G5/2","4I15/2",54,22,17304.,6162.,897.,1.,0.00138,720.
"4G5/2","4I15/2",54,23,17304.,6183.,899.,1.,2.33e-6,427000.
"4G5/2","4I15/2",54,24,17304.,6312.,909.,1.,0.00144,693.
"4G5/2","4I15/2",54,25,17304.,6443.,920.,1.,0.00202,494.
"4G5/2","4I15/2",54,26,17304.,6536.,928.,1.,0.000446,2230.
"4G5/2","4F3/2",54,27,17304.,11600.,1753.,5.,0.00137,728.
"4G5/2","4F3/2",54,28,17304.,11643.,1766.,5.,0.000413,2410.
"4G5/2","2H9/2",54,29,17304.,12582.,2117.,8.,0.00523,191.
"4G5/2","4F5/2",54,30,17304.,12600.,2126.,8.,0.00291,342.
"4G5/2","4F5/2",54,31,17304.,12638.,2143.,8.,0.026,38.4
"4G5/2","4F5/2",54,32,17304.,12685.,2165.,8.,0.000768,1300.
"4G5/2","4F5/2",54,33,17304.,12708.,2176.,8.,0.00219,454.
"4G5/2","2H9/2",54,34,17304.,12766.,2203.,8.,0.000182,5470.
"4G5/2","2H9/2",54,35,17304.,12851.,2245.,9.,0.00721,138.
"4G5/2","2H9/2",54,36,17304.,12879.,2260.,9.,0.000302,3300.
"4G5/2","4F7/2",54,37,17304.,13524.,2640.,10.,0.00588,169.
"4G5/2","4F7/2",54,38,17304.,13593.,2690.,10.,0.00416,239.
"4G5/2","4S3/2",54,39,17304.,13676.,2750.,10.,0.00477,209.
"4G5/2","4S3/2",54,40,17304.,13685.,2760.,10.,0.000262,3810.
"4G5/2","4F7/2",54,41,17304.,13692.,2760.,10.,0.00964,103.
"4G5/2","4F7/2",54,42,17304.,13726.,2790.,10.,0.000629,1580.
"4G5/2","4F9/2",54,43,17304.,14847.,4070.,30.,0.0104,95.3
"4G5/2","4F9/2",54,44,17304.,14867.,4100.,30.,0.0123,81.
"4G5/2","4F9/2",54,45,17304.,14898.,4150.,30.,0.00009,11100.
"4G5/2","4F9/2",54,46,17304.,14933.,4210.,30.,0.0045,221.
"4G5/2","4F9/2",54,47,17304.,14962.,4270.,30.,0.00119,837.
"4G5/2","2H11/2",54,48,17304.,16029.,7800.,100.,0.00123,809.
"4G5/2","2H11/2",54,49,17304.,16046.,7900.,100.,0.00127,785.
"4G5/2","2H11/2",54,50,17304.,16052.,7900.,100.,0.000867,1150.
"4G5/2","2H11/2",54,51,17304.,16070.,8100.,100.,0.0000727,13700.
"4G5/2","2H11/2",54,52,17304.,16096.,8200.,100.,0.000242,4130.
"4G5/2","2H11/2",54,53,17304.,16139.,8500.,100.,8.06e-6,123000.
"4G5/2","4I9/2",55,1,17323.,0.,577.2,0.6,1.8e-6,553000.
"4G5/2","4I9/2",55,2,17323.,47.,578.8,0.6,0.000716,1390.
"4G5/2","4I9/2",55,3,17323.,149.,582.2,0.6,0.000588,1690.
"4G5/2","4I9/2",55,4,17323.,300.,587.4,0.6,0.0145,68.8
"4G5/2","4I9/2",55,5,17323.,508.,594.7,0.6,0.00283,352.
"4G5/2","4I11/2",55,6,17323.,1975.,651.5,0.7,0.00379,263.
"4G5/2","4I11/2",55,7,17323.,2038.,654.2,0.7,0.00103,965.
"4G5/2","4I11/2",55,8,17323.,2081.,656.,0.7,0.034,29.3
"4G5/2","4I11/2",55,9,17323.,2100.,656.9,0.7,0.00159,628.
"4G5/2","4I11/2",55,10,17323.,2203.,661.3,0.8,0.00539,185.
"4G5/2","4I11/2",55,11,17323.,2236.,662.8,0.8,0.00738,135.
"4G5/2","4I13/2",55,12,17323.,3914.,745.,1.,0.000718,1390.
"4G5/2","4I13/2",55,13,17323.,3982.,749.,1.,0.000466,2140.
"4G5/2","4I13/2",55,14,17323.,4045.,753.,1.,0.00106,937.
"4G5/2","4I13/2",55,15,17323.,4099.,756.,1.,0.00702,142.
"4G5/2","4I13/2",55,16,17323.,4127.,757.,1.,0.0000218,45800.
"4G5/2","4I13/2",55,17,17323.,4217.,763.,1.,0.00112,890.
"4G5/2","4I13/2",55,18,17323.,4278.,766.,1.,0.000458,2180.
"4G5/2","4I15/2",55,19,17323.,5802.,868.,1.,0.000254,3920.
"4G5/2","4I15/2",55,20,17323.,5871.,873.,1.,0.0000417,23900.
"4G5/2","4I15/2",55,21,17323.,5998.,883.,1.,0.000181,5520.
"4G5/2","4I15/2",55,22,17323.,6162.,895.,1.,0.000718,1390.
"4G5/2","4I15/2",55,23,17323.,6183.,897.,1.,0.000118,8410.
"4G5/2","4I15/2",55,24,17323.,6312.,908.,1.,0.00576,173.
"4G5/2","4I15/2",55,25,17323.,6443.,919.,1.,0.0126,78.8
"4G5/2","4I15/2",55,26,17323.,6536.,927.,1.,0.0000132,75300.
"4G5/2","4F3/2",55,27,17323.,11600.,1747.,5.,0.00346,288.
"4G5/2","4F3/2",55,28,17323.,11643.,1760.,5.,0.001,998.
"4G5/2","2H9/2",55,29,17323.,12582.,2109.,8.,0.014,71.
"4G5/2","4F5/2",55,30,17323.,12600.,2117.,8.,0.0536,18.6
"4G5/2","4F5/2",55,31,17323.,12638.,2134.,8.,0.0878,11.3
"4G5/2","4F5/2",55,32,17323.,12685.,2156.,8.,0.0000434,23000.
"4G5/2","4F5/2",55,33,17323.,12708.,2167.,8.,0.0334,29.8
"4G5/2","2H9/2",55,34,17323.,12766.,2194.,8.,0.00353,282.
"4G5/2","2H9/2",55,35,17323.,12851.,2236.,9.,0.00782,127.
"4G5/2","2H9/2",55,36,17323.,12879.,2250.,9.,0.0127,78.3
"4G5/2","4F7/2",55,37,17323.,13524.,2630.,10.,0.00258,386.
"4G5/2","4F7/2",55,38,17323.,13593.,2680.,10.,0.000243,4100.
"4G5/2","4S3/2",55,39,17323.,13676.,2740.,10.,0.00613,162.
"4G5/2","4S3/2",55,40,17323.,13685.,2740.,10.,0.000965,1030.
"4G5/2","4F7/2",55,41,17323.,13692.,2750.,10.,0.00814,122.
"4G5/2","4F7/2",55,42,17323.,13726.,2780.,10.,0.00088,1130.
"4G5/2","4F9/2",55,43,17323.,14847.,4030.,20.,0.00404,247.
"4G5/2","4F9/2",55,44,17323.,14867.,4070.,30.,0.00581,172.
"4G5/2","4F9/2",55,45,17323.,14898.,4120.,30.,0.00148,672.
"4G5/2","4F9/2",55,46,17323.,14933.,4180.,30.,0.000182,5490.
"4G5/2","4F9/2",55,47,17323.,14962.,4230.,30.,0.0012,828.
"4G5/2","2H11/2",55,48,17323.,16029.,7700.,100.,0.000154,6480.
"4G5/2","2H11/2",55,49,17323.,16046.,7800.,100.,0.0037,269.
"4G5/2","2H11/2",55,50,17323.,16052.,7800.,100.,0.00138,721.
"4G5/2","2H11/2",55,51,17323.,16070.,7900.,100.,5.84e-6,171000.
"4G5/2","2H11/2",55,52,17323.,16096.,8100.,100.,0.000524,1900.
"4G5/2","2H11/2",55,53,17323.,16139.,8400.,100.,0.000122,8190.
"4G5/2","4G5/2",55,54,17323.,17304.,500000.,400000.,3.55e-9,2.81e8
"4G5/2","4I9/2",56,1,17363.,0.,575.9,0.6,0.00578,172.
"4G5/2","4I9/2",56,2,17363.,47.,577.5,0.6,0.00934,107.
"4G5/2","4I9/2",56,3,17363.,149.,580.9,0.6,0.0569,17.5
"4G5/2","4I9/2",56,4,17363.,300.,586.,0.6,0.00244,409.
"4G5/2","4I9/2",56,5,17363.,508.,593.3,0.6,0.0629,15.8
"4G5/2","4I11/2",56,6,17363.,1975.,649.8,0.7,0.000813,1220.
"4G5/2","4I11/2",56,7,17363.,2038.,652.5,0.7,0.00273,365.
"4G5/2","4I11/2",56,8,17363.,2081.,654.3,0.7,0.00477,209.
"4G5/2","4I11/2",56,9,17363.,2100.,655.1,0.7,0.000897,1110.
"4G5/2","4I11/2",56,10,17363.,2203.,659.6,0.7,0.0121,82.3
"4G5/2","4I11/2",56,11,17363.,2236.,661.1,0.8,0.00311,321.
"4G5/2","4I13/2",56,12,17363.,3914.,743.,1.,0.00142,702.
"4G5/2","4I13/2",56,13,17363.,3982.,747.,1.,0.00159,628.
"4G5/2","4I13/2",56,14,17363.,4045.,750.,1.,0.00157,633.
"4G5/2","4I13/2",56,15,17363.,4099.,753.,1.,0.00226,441.
"4G5/2","4I13/2",56,16,17363.,4127.,755.,1.,0.0234,42.5
"4G5/2","4I13/2",56,17,17363.,4217.,760.,1.,0.00323,309.
"4G5/2","4I13/2",56,18,17363.,4278.,764.,1.,0.00391,255.
"4G5/2","4I15/2",56,19,17363.,5802.,865.,1.,0.00125,799.
"4G5/2","4I15/2",56,20,17363.,5871.,870.,1.,0.000973,1020.
"4G5/2","4I15/2",56,21,17363.,5998.,879.,1.,0.00106,939.
"4G5/2","4I15/2",56,22,17363.,6162.,892.,1.,0.00299,333.
"4G5/2","4I15/2",56,23,17363.,6183.,894.,1.,0.000112,8870.
"4G5/2","4I15/2",56,24,17363.,6312.,904.,1.,0.0134,74.3
"4G5/2","4I15/2",56,25,17363.,6443.,915.,1.,0.00319,312.
"4G5/2","4I15/2",56,26,17363.,6536.,923.,1.,0.000866,1150.
"4G5/2","4F3/2",56,27,17363.,11600.,1735.,5.,0.000593,1680.
"4G5/2","4F3/2",56,28,17363.,11643.,1748.,5.,0.00365,273.
"4G5/2","2H9/2",56,29,17363.,12582.,2091.,8.,0.0732,13.6
"4G5/2","4F5/2",56,30,17363.,12600.,2099.,8.,0.0495,20.1
"4G5/2","4F5/2",56,31,17363.,12638.,2116.,8.,0.00186,536.
"4G5/2","4F5/2",56,32,17363.,12685.,2137.,8.,0.00738,135.
"4G5/2","4F5/2",56,33,17363.,12708.,2148.,8.,0.00253,394.
"4G5/2","2H9/2",56,34,17363.,12766.,2175.,8.,0.00311,320.
"4G5/2","2H9/2",56,35,17363.,12851.,2216.,9.,0.0113,87.8
"4G5/2","2H9/2",56,36,17363.,12879.,2230.,9.,0.0255,39.1
"4G5/2","4F7/2",56,37,17363.,13524.,2600.,10.,0.0167,59.5
"4G5/2","4F7/2",56,38,17363.,13593.,2650.,10.,0.00595,167.
"4G5/2","4S3/2",56,39,17363.,13676.,2710.,10.,0.00118,846.
"4G5/2","4S3/2",56,40,17363.,13685.,2710.,10.,0.000803,1240.
"4G5/2","4F7/2",56,41,17363.,13692.,2720.,10.,0.00224,445.
"4G5/2","4F7/2",56,42,17363.,13726.,2740.,10.,0.00779,128.
"4G5/2","4F9/2",56,43,17363.,14847.,3970.,20.,0.00272,366.
"4G5/2","4F9/2",56,44,17363.,14867.,4000.,20.,0.0000655,15200.
"4G5/2","4F9/2",56,45,17363.,14898.,4050.,30.,0.00808,123.
"4G5/2","4F9/2",56,46,17363.,14933.,4110.,30.,0.0065,153.
"4G5/2","4F9/2",56,47,17363.,14962.,4160.,30.,0.0127,78.7
"4G5/2","2H11/2",56,48,17363.,16029.,7400.,100.,0.00198,503.
"4G5/2","2H11/2",56,49,17363.,16046.,7500.,100.,0.000232,4290.
"4G5/2","2H11/2",56,50,17363.,16052.,7600.,100.,0.00204,489.
"4G5/2","2H11/2",56,51,17363.,16070.,7700.,100.,0.00188,531.
"4G5/2","2H11/2",56,52,17363.,16096.,7800.,100.,0.000424,2350.
"4G5/2","2H11/2",56,53,17363.,16139.,8100.,100.,0.000196,5090.
"4G5/2","4G5/2",56,54,17363.,17304.,160000.,50000.,5.78e-7,1.72e6
"4G5/2","4G5/2",56,55,17363.,17323.,200000.,100000.,1.49e-7,6.69e6
"4G7/2","4I9/2",57,1,17496.,0.,571.5,0.6,0.000761,1310.
"4G7/2","4I9/2",57,2,17496.,47.,573.,0.6,0.0206,48.3
"4G7/2","4I9/2",57,3,17496.,149.,576.4,0.6,0.0192,51.9
