"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ*n^3/s","AMD/n^3/s^-1"
"2L17/2","4F3/2",138,27,31989.,11600.,490.4,0.4,0.00013,7680.
"2L17/2","4F3/2",138,28,31989.,11643.,491.5,0.4,1.91e-6,521000.
"2L17/2","2H9/2",138,29,31989.,12582.,515.2,0.4,0.000671,1480.
"2L17/2","4F5/2",138,30,31989.,12600.,515.7,0.4,0.000511,1950.
"2L17/2","4F5/2",138,31,31989.,12638.,516.7,0.4,0.000134,7430.
"2L17/2","4F5/2",138,32,31989.,12685.,518.,0.4,0.000199,5010.
"2L17/2","4F5/2",138,33,31989.,12708.,518.6,0.4,0.000111,8980.
"2L17/2","2H9/2",138,34,31989.,12766.,520.2,0.4,0.0004,2490.
"2L17/2","2H9/2",138,35,31989.,12851.,522.5,0.5,0.000491,2030.
"2L17/2","2H9/2",138,36,31989.,12879.,523.3,0.5,0.000438,2280.
"2L17/2","4F7/2",138,37,31989.,13524.,541.5,0.5,0.000125,7950.
"2L17/2","4F7/2",138,38,31989.,13593.,543.5,0.5,0.000369,2700.
"2L17/2","4S3/2",138,39,31989.,13676.,546.,0.5,0.000349,2860.
"2L17/2","4S3/2",138,40,31989.,13685.,546.3,0.5,0.000174,5720.
"2L17/2","4F7/2",138,41,31989.,13692.,546.5,0.5,0.000255,3910.
"2L17/2","4F7/2",138,42,31989.,13726.,547.5,0.5,0.0000379,26300.
"2L17/2","4F9/2",138,43,31989.,14847.,583.3,0.6,0.0119,83.8
"2L17/2","4F9/2",138,44,31989.,14867.,584.,0.6,0.0000319,31200.
"2L17/2","4F9/2",138,45,31989.,14898.,585.1,0.6,0.00102,974.
"2L17/2","4F9/2",138,46,31989.,14933.,586.3,0.6,0.0103,96.3
"2L17/2","4F9/2",138,47,31989.,14962.,587.3,0.6,0.009,111.
"2L17/2","2H11/2",138,48,31989.,16029.,626.5,0.7,0.0478,20.8
"2L17/2","2H11/2",138,49,31989.,16046.,627.2,0.7,0.00457,218.
"2L17/2","2H11/2",138,50,31989.,16052.,627.4,0.7,0.0186,53.5
"2L17/2","2H11/2",138,51,31989.,16070.,628.2,0.7,0.00145,688.
"2L17/2","2H11/2",138,52,31989.,16096.,629.2,0.7,0.00938,106.
"2L17/2","2H11/2",138,53,31989.,16139.,630.9,0.7,0.00138,719.
"2L17/2","4G5/2",138,54,31989.,17304.,680.9,0.8,0.000212,4700.
"2L17/2","4G5/2",138,55,31989.,17323.,681.8,0.8,0.00101,984.
"2L17/2","4G5/2",138,56,31989.,17363.,683.7,0.8,0.00322,310.
"2L17/2","4G7/2",138,57,31989.,17496.,690.,0.8,0.00146,681.
"2L17/2","2G7/2",138,58,31989.,17517.,690.9,0.8,0.018,55.5
"2L17/2","4G5/2",138,59,31989.,17569.,693.5,0.8,0.00245,407.
"2L17/2","4G5/2",138,60,31989.,17609.,695.4,0.8,0.000583,1710.
"2L17/2","4G7/2",138,61,31989.,19141.,778.,1.,0.00158,630.
"2L17/2","4G7/2",138,62,31989.,19250.,785.,1.,0.000313,3190.
"2L17/2","4G7/2",138,63,31989.,19274.,786.,1.,0.000258,3870.
"2L17/2","4G7/2",138,64,31989.,19329.,789.,1.,0.00467,213.
"2L17/2","2K13/2",138,65,31989.,19575.,805.,1.,0.00411,242.
"2L17/2","2K13/2",138,66,31989.,19629.,809.,1.,0.0587,17.
"2L17/2","4G9/2",138,67,31989.,19647.,810.,1.,0.00253,395.
"2L17/2","4G9/2",138,68,31989.,19691.,813.,1.,0.002,498.
"2L17/2","4G9/2",138,69,31989.,19705.,814.,1.,0.00764,130.
"2L17/2","4G9/2",138,70,31989.,19736.,816.,1.,0.0000867,11500.
"2L17/2","4G9/2",138,71,31989.,19747.,816.,1.,0.00452,220.
"2L17/2","2K13/2",138,72,31989.,19794.,820.,1.,0.00235,424.
"2L17/2","2K13/2",138,73,31989.,19843.,823.,1.,0.00996,100.
"2L17/2","2K13/2",138,74,31989.,19898.,827.,1.,0.00695,143.
"2L17/2","2K13/2",138,75,31989.,19952.,830.,1.,0.0043,232.
"2L17/2","2K13/2",138,76,31989.,19976.,832.,1.,0.0147,67.7
"2L17/2","2G9/2",138,77,31989.,21154.,922.,1.,0.00961,104.
"2L17/2","2G9/2",138,78,31989.,21182.,925.,1.,0.00277,360.
"2L17/2","2G9/2",138,79,31989.,21204.,927.,1.,0.00978,102.
"2L17/2","2G9/2",138,80,31989.,21246.,930.,1.,0.0725,13.7
"2L17/2","2G9/2",138,81,31989.,21274.,933.,1.,0.0263,37.9
"2L17/2","2D3/2",138,82,31989.,21343.,939.,1.,0.0159,62.7
"2L17/2","2D3/2",138,83,31989.,21361.,940.,1.,0.00707,141.
"2L17/2","4G11/2",138,84,31989.,21540.,957.,1.,0.000487,2050.
"2L17/2","4G11/2",138,85,31989.,21625.,964.,1.,0.000356,2800.
"2L17/2","2K15/2",138,86,31989.,21640.,966.,1.,0.0743,13.4
"2L17/2","4G11/2",138,87,31989.,21712.,973.,1.,0.0424,23.5
"2L17/2","2K15/2",138,88,31989.,21764.,978.,1.,0.138,7.19
"2L17/2","2K15/2",138,89,31989.,21777.,979.,1.,0.00646,154.
"2L17/2","4G11/2",138,90,31989.,21790.,980.,1.,0.000051,19500.
"2L17/2","4G11/2",138,91,31989.,21817.,983.,1.,0.0011,908.
"2L17/2","4G11/2",138,92,31989.,21830.,984.,1.,0.074,13.5
"2L17/2","2K15/2",138,93,31989.,21872.,988.,1.,0.144,6.89
"2L17/2","2K15/2",138,94,31989.,21893.,990.,1.,0.006,166.
"2L17/2","2K15/2",138,95,31989.,21939.,995.,1.,0.0608,16.4
"2L17/2","2K15/2",138,96,31989.,21966.,997.,1.,0.0489,20.4
"2L17/2","4G11/2",138,97,31989.,21996.,1000.,1.,0.0614,16.2
"2L17/2","2P1/2",138,98,31989.,23468.,1173.,2.,0.00299,333.
"2L17/2","2D5/2",138,99,31989.,23989.,1250.,2.,0.00493,202.
"2L17/2","2D5/2",138,100,31989.,24039.,1257.,2.,0.0135,73.7
"2L17/2","2D5/2",138,101,31989.,24080.,1264.,2.,0.000427,2340.
"2L17/2","2P3/2",138,102,31989.,26392.,1786.,5.,0.00121,825.
"2L17/2","2P3/2",138,103,31989.,26428.,1798.,5.,0.00101,987.
"2L17/2","4D3/2",138,104,31989.,28348.,2740.,10.,0.00131,758.
"2L17/2","4D3/2",138,105,31989.,28376.,2760.,10.,0.0000142,70300.
"2L17/2","4D5/2",138,106,31989.,28505.,2870.,10.,0.0000199,50200.
"2L17/2","4D5/2",138,107,31989.,28531.,2890.,10.,0.00159,627.
"2L17/2","4D5/2",138,108,31989.,28679.,3020.,10.,0.000746,1330.
"2L17/2","4D1/2",138,109,31989.,28943.,3280.,10.,0.0000154,64700.
"2L17/2","2I11/2",138,110,31989.,29471.,3970.,20.,0.0000261,38200.
"2L17/2","2I11/2",138,111,31989.,29481.,3980.,20.,0.0014,712.
"2L17/2","2I11/2",138,112,31989.,29564.,4120.,30.,0.000471,2120.
"2L17/2","2I11/2",138,113,31989.,29650.,4270.,30.,0.00127,781.
"2L17/2","2I11/2",138,114,31989.,29653.,4280.,30.,0.00201,496.
"2L17/2","2I11/2",138,115,31989.,29781.,4530.,30.,0.00419,238.
"2L17/2","2L15/2",138,116,31989.,30274.,5830.,60.,0.0000536,18600.
"2L17/2","2L15/2",138,117,31989.,30320.,5990.,60.,0.00117,848.
"2L17/2","2L15/2",138,118,31989.,30366.,6160.,60.,0.00514,194.
"2L17/2","2L15/2",138,119,31989.,30477.,6610.,80.,0.00689,145.
"2L17/2","2L15/2",138,120,31989.,30529.,6840.,80.,0.000722,1380.
"2L17/2","2L15/2",138,121,31989.,30540.,6900.,80.,0.000739,1350.
"2L17/2","4D7/2",138,122,31989.,30597.,7180.,90.,0.000137,7270.
"2L17/2","2L15/2",138,123,31989.,30604.,7220.,90.,0.000614,1620.
"2L17/2","4D7/2",138,124,31989.,30647.,7400.,100.,0.000065,15300.
"2L17/2","4D7/2",138,125,31989.,30696.,7700.,100.,0.0000269,37000.
"2L17/2","2L15/2",138,126,31989.,30725.,7900.,100.,0.000166,5990.
"2L17/2","4D7/2",138,127,31989.,30801.,8400.,100.,0.0000677,14700.
"2L17/2","2I13/2",138,128,31989.,30863.,8800.,100.,0.00139,716.
"2L17/2","2I13/2",138,129,31989.,30902.,9200.,100.,0.000819,1210.
"2L17/2","2I13/2",138,130,31989.,30952.,9600.,100.,0.000716,1390.
"2L17/2","2I13/2",138,131,31989.,31013.,10200.,100.,0.0000949,10500.
"2L17/2","2I13/2",138,132,31989.,31033.,10400.,200.,7.73e-6,129000.
"2L17/2","2I13/2",138,133,31989.,31057.,10700.,200.,0.0000742,13400.
"2L17/2","2I13/2",138,134,31989.,31122.,11500.,200.,0.00186,536.
"2L17/2","2L17/2",138,135,31989.,31771.,45000.,3000.,0.00021,4740.
"2L17/2","2L17/2",138,136,31989.,31820.,59000.,6000.,5.33e-6,187000.
"2L17/2","2L17/2",138,137,31989.,31856.,70000.,10000.,0.000193,5160.
"2L17/2","4I9/2",139,1,31991.,0.,312.5,0.1,0.0000169,58800.
"2L17/2","4I9/2",139,2,31991.,47.,313.,0.1,0.0000424,23500.
"2L17/2","4I9/2",139,3,31991.,149.,314.,0.1,0.000193,5160.
"2L17/2","4I9/2",139,4,31991.,300.,315.5,0.1,0.0000777,12800.
"2L17/2","4I9/2",139,5,31991.,508.,317.6,0.1,0.000275,3630.
"2L17/2","4I11/2",139,6,31991.,1975.,333.1,0.2,0.00136,730.
"2L17/2","4I11/2",139,7,31991.,2038.,333.8,0.2,0.000718,1390.
"2L17/2","4I11/2",139,8,31991.,2081.,334.3,0.2,0.000534,1870.
"2L17/2","4I11/2",139,9,31991.,2100.,334.5,0.2,0.0017,587.
"2L17/2","4I11/2",139,10,31991.,2203.,335.7,0.2,0.000141,7040.
"2L17/2","4I11/2",139,11,31991.,2236.,336.,0.2,0.000364,2740.
"2L17/2","4I13/2",139,12,31991.,3914.,356.1,0.2,0.000249,4000.
"2L17/2","4I13/2",139,13,31991.,3982.,357.,0.2,0.000044,22700.
"2L17/2","4I13/2",139,14,31991.,4045.,357.8,0.2,0.0000912,10900.
"2L17/2","4I13/2",139,15,31991.,4099.,358.5,0.2,0.00196,509.
"2L17/2","4I13/2",139,16,31991.,4127.,358.8,0.2,0.0000652,15300.
"2L17/2","4I13/2",139,17,31991.,4217.,360.,0.2,0.000748,1330.
"2L17/2","4I13/2",139,18,31991.,4278.,360.8,0.2,0.000675,1470.
"2L17/2","4I15/2",139,19,31991.,5802.,381.8,0.2,0.00966,103.
"2L17/2","4I15/2",139,20,31991.,5871.,382.8,0.2,0.00691,144.
"2L17/2","4I15/2",139,21,31991.,5998.,384.7,0.2,0.000706,1410.
"2L17/2","4I15/2",139,22,31991.,6162.,387.1,0.2,0.00219,455.
"2L17/2","4I15/2",139,23,31991.,6183.,387.4,0.2,0.00234,426.
"2L17/2","4I15/2",139,24,31991.,6312.,389.4,0.2,0.000891,1120.
"2L17/2","4I15/2",139,25,31991.,6443.,391.4,0.2,0.000122,8130.
"2L17/2","4I15/2",139,26,31991.,6536.,392.8,0.2,0.0027,369.
"2L17/2","4F3/2",139,27,31991.,11600.,490.4,0.4,0.0000231,43200.
"2L17/2","4F3/2",139,28,31991.,11643.,491.4,0.4,0.000152,6560.
"2L17/2","2H9/2",139,29,31991.,12582.,515.2,0.4,0.000339,2940.
"2L17/2","4F5/2",139,30,31991.,12600.,515.7,0.4,0.000783,1270.
"2L17/2","4F5/2",139,31,31991.,12638.,516.7,0.4,2.56e-6,390000.
"2L17/2","4F5/2",139,32,31991.,12685.,517.9,0.4,0.000215,4640.
"2L17/2","4F5/2",139,33,31991.,12708.,518.5,0.4,0.0000487,20500.
"2L17/2","2H9/2",139,34,31991.,12766.,520.1,0.4,0.000538,1850.
"2L17/2","2H9/2",139,35,31991.,12851.,522.4,0.5,0.000169,5900.
"2L17/2","2H9/2",139,36,31991.,12879.,523.2,0.5,0.000477,2090.
"2L17/2","4F7/2",139,37,31991.,13524.,541.4,0.5,0.0000425,23500.
"2L17/2","4F7/2",139,38,31991.,13593.,543.5,0.5,0.000222,4490.
"2L17/2","4S3/2",139,39,31991.,13676.,546.,0.5,0.0000383,26000.
"2L17/2","4S3/2",139,40,31991.,13685.,546.2,0.5,0.000109,9100.
"2L17/2","4F7/2",139,41,31991.,13692.,546.4,0.5,0.000313,3190.
"2L17/2","4F7/2",139,42,31991.,13726.,547.4,0.5,0.000288,3460.
"2L17/2","4F9/2",139,43,31991.,14847.,583.2,0.6,0.00608,164.
"2L17/2","4F9/2",139,44,31991.,14867.,583.9,0.6,0.00568,175.
"2L17/2","4F9/2",139,45,31991.,14898.,585.,0.6,0.000442,2250.
"2L17/2","4F9/2",139,46,31991.,14933.,586.2,0.6,0.00174,574.
"2L17/2","4F9/2",139,47,31991.,14962.,587.2,0.6,0.000732,1360.
"2L17/2","2H11/2",139,48,31991.,16029.,626.4,0.7,0.0235,42.5
"2L17/2","2H11/2",139,49,31991.,16046.,627.1,0.7,0.0128,77.5
"2L17/2","2H11/2",139,50,31991.,16052.,627.3,0.7,0.00784,127.
"2L17/2","2H11/2",139,51,31991.,16070.,628.1,0.7,0.000145,6850.
"2L17/2","2H11/2",139,52,31991.,16096.,629.1,0.7,0.0171,58.3
"2L17/2","2H11/2",139,53,31991.,16139.,630.8,0.7,0.0115,86.4
"2L17/2","4G5/2",139,54,31991.,17304.,680.8,0.8,0.000353,2830.
"2L17/2","4G5/2",139,55,31991.,17323.,681.7,0.8,0.00149,669.
"2L17/2","4G5/2",139,56,31991.,17363.,683.5,0.8,0.0000428,23300.
"2L17/2","4G7/2",139,57,31991.,17496.,689.8,0.8,0.000647,1540.
"2L17/2","2G7/2",139,58,31991.,17517.,690.8,0.8,0.000107,9270.
"2L17/2","4G5/2",139,59,31991.,17569.,693.3,0.8,0.000635,1570.
"2L17/2","4G5/2",139,60,31991.,17609.,695.3,0.8,0.000155,6420.
"2L17/2","4G7/2",139,61,31991.,19141.,778.,1.,0.00012,8320.
"2L17/2","4G7/2",139,62,31991.,19250.,784.,1.,0.00192,519.
"2L17/2","4G7/2",139,63,31991.,19274.,786.,1.,0.000232,4300.
"2L17/2","4G7/2",139,64,31991.,19329.,789.,1.,0.00143,697.
"2L17/2","2K13/2",139,65,31991.,19575.,805.,1.,0.0105,95.
"2L17/2","2K13/2",139,66,31991.,19629.,808.,1.,0.00205,485.
"2L17/2","4G9/2",139,67,31991.,19647.,810.,1.,0.00382,261.
"2L17/2","4G9/2",139,68,31991.,19691.,812.,1.,0.0000776,12800.
"2L17/2","4G9/2",139,69,31991.,19705.,813.,1.,0.00206,483.
"2L17/2","4G9/2",139,70,31991.,19736.,815.,1.,0.00505,197.
"2L17/2","4G9/2",139,71,31991.,19747.,816.,1.,0.0317,31.5
"2L17/2","2K13/2",139,72,31991.,19794.,819.,1.,0.00734,136.
"2L17/2","2K13/2",139,73,31991.,19843.,823.,1.,0.0237,42.1
"2L17/2","2K13/2",139,74,31991.,19898.,826.,1.,0.0058,172.
"2L17/2","2K13/2",139,75,31991.,19952.,830.,1.,0.0000682,14600.
"2L17/2","2K13/2",139,76,31991.,19976.,832.,1.,0.000999,1000.
"2L17/2","2G9/2",139,77,31991.,21154.,922.,1.,0.00109,910.
"2L17/2","2G9/2",139,78,31991.,21182.,925.,1.,0.00361,276.
"2L17/2","2G9/2",139,79,31991.,21204.,927.,1.,0.0276,36.2
"2L17/2","2G9/2",139,80,31991.,21246.,930.,1.,0.0732,13.6
"2L17/2","2G9/2",139,81,31991.,21274.,933.,1.,0.00457,218.
"2L17/2","2D3/2",139,82,31991.,21343.,939.,1.,0.00014,7100.
"2L17/2","2D3/2",139,83,31991.,21361.,940.,1.,0.0171,58.4
"2L17/2","4G11/2",139,84,31991.,21540.,956.,1.,0.000185,5390.
"2L17/2","4G11/2",139,85,31991.,21625.,964.,1.,0.0023,434.
"2L17/2","2K15/2",139,86,31991.,21640.,966.,1.,0.0345,28.9
"2L17/2","4G11/2",139,87,31991.,21712.,972.,1.,0.0401,24.9
"2L17/2","2K15/2",139,88,31991.,21764.,977.,1.,0.0117,84.9
"2L17/2","2K15/2",139,89,31991.,21777.,978.,1.,0.018,55.2
"2L17/2","4G11/2",139,90,31991.,21790.,980.,1.,0.00635,157.
"2L17/2","4G11/2",139,91,31991.,21817.,982.,1.,0.00426,234.
"2L17/2","4G11/2",139,92,31991.,21830.,984.,1.,0.0137,72.8
"2L17/2","2K15/2",139,93,31991.,21872.,988.,1.,0.0436,22.9
"2L17/2","2K15/2",139,94,31991.,21893.,990.,1.,0.043,23.2
"2L17/2","2K15/2",139,95,31991.,21939.,994.,1.,0.000686,1450.
"2L17/2","2K15/2",139,96,31991.,21966.,997.,1.,0.0222,45.
"2L17/2","4G11/2",139,97,31991.,21996.,1000.,1.,0.00241,413.
"2L17/2","2P1/2",139,98,31991.,23468.,1173.,2.,0.00471,212.
"2L17/2","2D5/2",139,99,31991.,23989.,1249.,2.,0.00945,105.
"2L17/2","2D5/2",139,100,31991.,24039.,1257.,2.,0.00901,110.
"2L17/2","2D5/2",139,101,31991.,24080.,1263.,2.,0.00281,355.
"2L17/2","2P3/2",139,102,31991.,26392.,1785.,5.,0.00492,202.
"2L17/2","2P3/2",139,103,31991.,26428.,1797.,5.,0.00135,739.
"2L17/2","4D3/2",139,104,31991.,28348.,2740.,10.,8.17e-6,122000.
"2L17/2","4D3/2",139,105,31991.,28376.,2760.,10.,0.000267,3730.
"2L17/2","4D5/2",139,106,31991.,28505.,2860.,10.,0.000555,1800.
"2L17/2","4D5/2",139,107,31991.,28531.,2890.,10.,0.000869,1150.
"2L17/2","4D5/2",139,108,31991.,28679.,3010.,10.,0.00212,469.
"2L17/2","4D1/2",139,109,31991.,28943.,3280.,10.,0.000203,4900.
"2L17/2","2I11/2",139,110,31991.,29471.,3960.,20.,0.0000558,17800.
"2L17/2","2I11/2",139,111,31991.,29481.,3980.,20.,0.00142,701.
"2L17/2","2I11/2",139,112,31991.,29564.,4110.,30.,0.000201,4950.
"2L17/2","2I11/2",139,113,31991.,29650.,4270.,30.,0.00248,402.
"2L17/2","2I11/2",139,114,31991.,29653.,4270.,30.,0.00345,289.
"2L17/2","2I11/2",139,115,31991.,29781.,4520.,30.,0.0000282,35300.
"2L17/2","2L15/2",139,116,31991.,30274.,5820.,60.,0.00437,228.
"2L17/2","2L15/2",139,117,31991.,30320.,5980.,60.,0.000524,1900.
"2L17/2","2L15/2",139,118,31991.,30366.,6150.,60.,0.000649,1530.
"2L17/2","2L15/2",139,119,31991.,30477.,6600.,80.,0.00784,127.
"2L17/2","2L15/2",139,120,31991.,30529.,6830.,80.,0.00582,171.
"2L17/2","2L15/2",139,121,31991.,30540.,6890.,80.,0.00195,511.
"2L17/2","4D7/2",139,122,31991.,30597.,7170.,90.,0.00012,8310.
"2L17/2","2L15/2",139,123,31991.,30604.,7200.,90.,0.00051,1950.
"2L17/2","4D7/2",139,124,31991.,30647.,7400.,100.,0.000399,2500.
"2L17/2","4D7/2",139,125,31991.,30696.,7700.,100.,0.000125,7970.
"2L17/2","2L15/2",139,126,31991.,30725.,7800.,100.,0.0000218,45800.
"2L17/2","4D7/2",139,127,31991.,30801.,8300.,100.,0.0000541,18400.
"2L17/2","2I13/2",139,128,31991.,30863.,8800.,100.,0.00514,194.
"2L17/2","2I13/2",139,129,31991.,30902.,9100.,100.,0.000344,2900.
"2L17/2","2I13/2",139,130,31991.,30952.,9600.,100.,0.000206,4830.
"2L17/2","2I13/2",139,131,31991.,31013.,10200.,100.,0.00299,333.
"2L17/2","2I13/2",139,132,31991.,31033.,10400.,200.,0.000574,1740.
"2L17/2","2I13/2",139,133,31991.,31057.,10600.,200.,0.000102,9710.
"2L17/2","2I13/2",139,134,31991.,31122.,11500.,200.,0.0000211,47200.
"2L17/2","2L17/2",139,135,31991.,31771.,45000.,3000.,0.00145,686.
"2L17/2","2L17/2",139,136,31991.,31820.,58000.,6000.,7.68e-6,130000.
"2L17/2","2L17/2",139,137,31991.,31856.,73000.,9000.,0.0000147,67600.
"2L17/2","2L17/2",139,138,31991.,31989.,0.,2.e7,1.98e-9,5.02e8
"2L17/2","4I9/2",140,1,32013.,0.,312.3,0.1,0.00018,5540.
"2L17/2","4I9/2",140,2,32013.,47.,312.8,0.1,0.000227,4390.
"2L17/2","4I9/2",140,3,32013.,149.,313.8,0.1,0.0000465,21400.
"2L17/2","4I9/2",140,4,32013.,300.,315.3,0.1,0.000147,6780.
"2L17/2","4I9/2",140,5,32013.,508.,317.4,0.1,0.000223,4480.
"2L17/2","4I11/2",140,6,32013.,1975.,332.9,0.2,0.0000665,15000.
"2L17/2","4I11/2",140,7,32013.,2038.,333.6,0.2,0.000318,3140.
"2L17/2","4I11/2",140,8,32013.,2081.,334.,0.2,0.000847,1170.
"2L17/2","4I11/2",140,9,32013.,2100.,334.3,0.2,0.000934,1060.
"2L17/2","4I11/2",140,10,32013.,2203.,335.4,0.2,0.0000911,10900.
"2L17/2","4I11/2",140,11,32013.,2236.,335.8,0.2,0.000265,3760.
"2L17/2","4I13/2",140,12,32013.,3914.,355.8,0.2,0.0000753,13200.
"2L17/2","4I13/2",140,13,32013.,3982.,356.7,0.2,0.000216,4610.
"2L17/2","4I13/2",140,14,32013.,4045.,357.5,0.2,0.000177,5640.
"2L17/2","4I13/2",140,15,32013.,4099.,358.2,0.2,0.00076,1310.
"2L17/2","4I13/2",140,16,32013.,4127.,358.5,0.2,0.000372,2680.
"2L17/2","4I13/2",140,17,32013.,4217.,359.7,0.2,0.000418,2390.
"2L17/2","4I13/2",140,18,32013.,4278.,360.5,0.2,0.000117,8500.
"2L17/2","4I15/2",140,19,32013.,5802.,381.5,0.2,0.0000984,10100.
"2L17/2","4I15/2",140,20,32013.,5871.,382.5,0.2,0.00296,337.
"2L17/2","4I15/2",140,21,32013.,5998.,384.3,0.2,0.0029,343.
"2L17/2","4I15/2",140,22,32013.,6162.,386.8,0.2,0.013,76.8
"2L17/2","4I15/2",140,23,32013.,6183.,387.1,0.2,0.0035,285.
"2L17/2","4I15/2",140,24,32013.,6312.,389.,0.2,0.000728,1370.
"2L17/2","4I15/2",140,25,32013.,6443.,391.,0.2,0.0028,356.
"2L17/2","4I15/2",140,26,32013.,6536.,392.4,0.2,0.000439,2270.
"2L17/2","4F3/2",140,27,32013.,11600.,489.8,0.4,0.0000176,56700.
"2L17/2","4F3/2",140,28,32013.,11643.,490.9,0.4,0.0000565,17600.
"2L17/2","2H9/2",140,29,32013.,12582.,514.6,0.4,0.00109,909.
"2L17/2","4F5/2",140,30,32013.,12600.,515.1,0.4,0.00194,513.
"2L17/2","4F5/2",140,31,32013.,12638.,516.1,0.4,0.0000275,36300.
"2L17/2","4F5/2",140,32,32013.,12685.,517.3,0.4,0.000669,1490.
"2L17/2","4F5/2",140,33,32013.,12708.,517.9,0.4,0.000831,1200.
"2L17/2","2H9/2",140,34,32013.,12766.,519.5,0.4,0.00203,492.
"2L17/2","2H9/2",140,35,32013.,12851.,521.8,0.5,0.00178,559.
"2L17/2","2H9/2",140,36,32013.,12879.,522.6,0.5,0.00273,365.
"2L17/2","4F7/2",140,37,32013.,13524.,540.8,0.5,0.000429,2320.
"2L17/2","4F7/2",140,38,32013.,13593.,542.8,0.5,0.00037,2690.
"2L17/2","4S3/2",140,39,32013.,13676.,545.3,0.5,0.0000643,15500.
"2L17/2","4S3/2",140,40,32013.,13685.,545.5,0.5,0.000107,9260.
"2L17/2","4F7/2",140,41,32013.,13692.,545.8,0.5,0.000192,5190.
"2L17/2","4F7/2",140,42,32013.,13726.,546.8,0.5,0.000217,4580.
"2L17/2","4F9/2",140,43,32013.,14847.,582.5,0.6,0.00471,212.
"2L17/2","4F9/2",140,44,32013.,14867.,583.2,0.6,0.0017,587.
"2L17/2","4F9/2",140,45,32013.,14898.,584.2,0.6,0.00821,121.
"2L17/2","4F9/2",140,46,32013.,14933.,585.4,0.6,0.0018,554.
"2L17/2","4F9/2",140,47,32013.,14962.,586.4,0.6,0.00662,150.
"2L17/2","2H11/2",140,48,32013.,16029.,625.5,0.7,0.0614,16.2
"2L17/2","2H11/2",140,49,32013.,16046.,626.2,0.7,0.0198,50.4
"2L17/2","2H11/2",140,50,32013.,16052.,626.5,0.7,0.00875,114.
"2L17/2","2H11/2",140,51,32013.,16070.,627.2,0.7,0.00128,779.
"2L17/2","2H11/2",140,52,32013.,16096.,628.2,0.7,0.00992,100.
"2L17/2","2H11/2",140,53,32013.,16139.,629.9,0.7,0.00622,160.
"2L17/2","4G5/2",140,54,32013.,17304.,679.8,0.8,0.000721,1380.
"2L17/2","4G5/2",140,55,32013.,17323.,680.7,0.8,0.000419,2380.
"2L17/2","4G5/2",140,56,32013.,17363.,682.5,0.8,0.000399,2500.
"2L17/2","4G7/2",140,57,32013.,17496.,688.8,0.8,0.00182,548.
"2L17/2","2G7/2",140,58,32013.,17517.,689.8,0.8,0.0196,50.9
"2L17/2","4G5/2",140,59,32013.,17569.,692.3,0.8,0.000186,5360.
"2L17/2","4G5/2",140,60,32013.,17609.,694.2,0.8,0.0000105,94700.
"2L17/2","4G7/2",140,61,32013.,19141.,776.,1.,0.000843,1180.
"2L17/2","4G7/2",140,62,32013.,19250.,783.,1.,0.0002,4990.
"2L17/2","4G7/2",140,63,32013.,19274.,784.,1.,0.000514,1940.
"2L17/2","4G7/2",140,64,32013.,19329.,788.,1.,0.000405,2460.
"2L17/2","2K13/2",140,65,32013.,19575.,803.,1.,0.00446,224.
"2L17/2","2K13/2",140,66,32013.,19629.,807.,1.,0.00298,334.
"2L17/2","4G9/2",140,67,32013.,19647.,808.,1.,0.00183,544.
"2L17/2","4G9/2",140,68,32013.,19691.,811.,1.,0.0121,82.
"2L17/2","4G9/2",140,69,32013.,19705.,812.,1.,0.0295,33.8
"2L17/2","4G9/2",140,70,32013.,19736.,814.,1.,0.007,142.
"2L17/2","4G9/2",140,71,32013.,19747.,815.,1.,0.000316,3160.
"2L17/2","2K13/2",140,72,32013.,19794.,818.,1.,0.00539,185.
"2L17/2","2K13/2",140,73,32013.,19843.,821.,1.,0.0039,255.
"2L17/2","2K13/2",140,74,32013.,19898.,825.,1.,0.00188,531.
"2L17/2","2K13/2",140,75,32013.,19952.,829.,1.,0.000111,8980.
"2L17/2","2K13/2",140,76,32013.,19976.,830.,1.,0.005,199.
"2L17/2","2G9/2",140,77,32013.,21154.,920.,1.,0.0295,33.8
"2L17/2","2G9/2",140,78,32013.,21182.,923.,1.,0.0179,55.5
"2L17/2","2G9/2",140,79,32013.,21204.,925.,1.,0.0111,89.3
"2L17/2","2G9/2",140,80,32013.,21246.,928.,1.,0.00215,463.
"2L17/2","2G9/2",140,81,32013.,21274.,931.,1.,0.0211,47.2
"2L17/2","2D3/2",140,82,32013.,21343.,937.,1.,0.0163,61.3
"2L17/2","2D3/2",140,83,32013.,21361.,938.,1.,0.0367,27.1
"2L17/2","4G11/2",140,84,32013.,21540.,954.,1.,0.00767,130.
"2L17/2","4G11/2",140,85,32013.,21625.,962.,1.,0.0101,98.9
"2L17/2","2K15/2",140,86,32013.,21640.,963.,1.,0.103,9.64
"2L17/2","4G11/2",140,87,32013.,21712.,970.,1.,0.00979,102.
"2L17/2","2K15/2",140,88,32013.,21764.,975.,1.,0.0485,20.6
"2L17/2","2K15/2",140,89,32013.,21777.,976.,1.,0.0201,49.5
"2L17/2","4G11/2",140,90,32013.,21790.,978.,1.,0.00233,428.
"2L17/2","4G11/2",140,91,32013.,21817.,980.,1.,0.00174,572.
